"Convolvulus_arvensis_E2__P_1"	"Convolvulus_arvensis_E2__P_2"	"Convolvulus_arvensis_E2__P_3"	"Convolvulus_arvensis_E2__P_4"	"Convolvulus_arvensis_E2__P_5"	"Convolvulus_arvensis_E2__P_6"	"Convolvulus_arvensis_E2__P_7"	"Convolvulus_arvensis_E2__P_8"	"Convolvulus_arvensis_E2__P_9"	"Helminthia_echioides_E2__P_1"	"Helminthia_echioides_E2__P_2"	"Helminthia_echioides_E2__P_3"	"Helminthia_echioides_E2__P_4"	"Helminthia_echioides_E2__P_5"	"Centaurea_nigra_E2__P_1"	"Centaurea_nigra_E2__P_2"	"Centaurea_nigra_E2__P_3"	"Centaurea_nigra_E2__P_4"	"Rubus_caesius_E2__P_1"	"Rubus_caesius_E2__P_2"	"Rubus_caesius_E2__P_3"	"Scabiosa_columbaria_E2__P_1"	"Scabiosa_columbaria_E2__P_2"	"Scabiosa_columbaria_E2__P_3"	"Scabiosa_columbaria_E2__P_4"	"Oenothera_rosea_E2__P_1"	"Oenothera_rosea_E2__P_2"	"Oenothera_rosea_E2__P_3"	"Colchicum_autumnale_E2__P_1"	"Colchicum_autumnale_E2__P_2"	"Colchicum_autumnale_E2__P_3"	"Colchicum_autumnale_E2__P_4"	"Convolvulus_sepium_E2__P_1"	"Convolvulus_sepium_E2__P_2"	"Reynoutria_japonica_E2__P_1"	"Reynoutria_japonica_E2__P_2"	"Reynoutria_japonica_E2__P_3"	"Reynoutria_japonica_E2__P_4"	"Reynoutria_japonica_E2__P_5"	"Reynoutria_japonica_E2__P_6"	"Reynoutria_japonica_E2__P_7"	"Reynoutria_japonica_E2__P_8"
3.67	3.63	0.15	5.26	2.02	1.99	4.87	8.61	25.02	0.2	1.28	4.83	4.69	3.33	0.04	0.41	4.76	4.66	3.73	5	2.01	3.82	1.06	1.44	0.85	23.72	11.89	2.38	14.62	15.22	5.16	14.55	20.79	9.69	3.71	1.45	6.53	8.27	4.71	5.31	9.4	3.67
4.38	4.06	0.74	5.99	2.63	2.52	5.36	9.34	25.51	0.85	1.62	5.12	4.92	3.89	0.67	1.03	5.21	5.24	4.58	5.56	2.43	4.4	1.59	1.92	1.33	23.93	12.38	2.89	15.13	15.84	5.65	14.86	21.49	10.3	4.21	2.05	6.9	8.79	5.34	5.84	10.04	4.32
4.7	4.41	0.91	6.2	2.85	2.67	5.7	9.34	26.05	0.94	1.65	5.32	4.99	3.97	0.77	1	5.35	5.51	4.6	5.84	2.61	4.63	1.89	2.17	1.53	24.11	12.52	3.29	15.34	16.17	5.76	15.29	22.12	10.58	4.29	2.16	7.17	8.6	5.42	6.05	10.01	4.49
4.53	4.29	0.69	6.14	2.91	2.59	5.53	9.04	25.33	0.81	1.71	5.05	4.71	3.64	0.78	0.77	5.27	5.49	4.61	5.7	2.33	4.34	1.69	2.02	1.49	23.48	12.16	3.31	15.19	16.14	5.77	14.9	21.94	10.27	4.16	2	6.87	8.51	5.22	5.61	9.5	4.06
4.59	4.52	0.7	6.28	2.79	2.62	5.8	9.35	25.67	0.82	1.58	4.77	4.68	3.49	0.7	0.9	5.25	5.46	4.68	5.86	2.37	4.44	1.56	2	1.4	24.05	12.41	3.04	15.48	16.2	5.7	14.89	22.23	10.47	3.97	2.02	6.85	8.66	5.43	5.78	9.45	4.08
4.6	4.48	0.67	6.27	2.73	2.74	5.82	9.19	26.04	0.6	1.41	4.7	4.58	3.33	0.66	0.83	5.42	5.41	4.66	5.92	2.22	4.42	1.61	1.98	1.29	24.18	12.51	3.04	15.61	16.13	5.84	15.13	22.64	10.73	3.96	1.96	6.79	8.84	5.3	5.67	9.58	4.26
5.03	4.92	0.8	6.72	3.07	2.87	6.31	9.4	26.72	0.76	1.66	5.01	4.8	3.48	0.89	1.17	5.82	5.87	4.96	6.31	2.39	4.53	1.85	2.29	1.5	24.4	12.73	3.24	16.21	16.59	6.01	15.46	23.65	11.27	4.38	2.26	7.03	9.14	5.48	5.91	9.75	4.16
5.25	5	0.89	6.73	3.12	2.9	6.5	9.7	26.57	0.86	1.55	4.77	4.64	3.54	0.8	1.12	5.89	5.92	4.99	6.3	2.54	4.78	1.78	2.29	1.52	24.95	13.01	3.45	16.69	16.82	6.29	15.65	24.14	11.48	4.34	2.18	7.22	9.2	5.6	5.88	9.83	4.31
5.4	5.06	0.84	6.92	3.07	2.81	6.61	9.74	26.73	0.76	1.42	4.61	4.52	3.45	0.88	1.01	5.76	5.86	4.98	6.43	2.42	4.63	1.8	2.34	1.51	24.91	13.15	3.45	16.53	17.1	6.29	15.63	24.43	11.44	4.32	2.12	7	9.1	5.53	5.79	9.59	4.24
5.43	5.26	0.99	7.25	3.26	3.14	6.72	9.91	26.78	0.81	1.51	4.72	4.45	3.29	0.89	1.29	5.94	6.04	5.24	6.84	2.49	4.68	2	2.47	1.57	25.07	13.37	3.5	16.86	17.35	6.47	15.84	24.98	11.77	4.42	2.42	7.04	9.44	5.73	5.79	9.74	4.47
5.33	5.15	0.66	7.13	3.04	2.52	6.7	9.75	26.77	0.47	1.07	4.29	4.16	2.98	0.47	0.81	5.73	5.75	5.13	6.52	2.01	4.42	1.36	2.02	1.11	25.33	12.94	3.22	17.02	17.53	6.35	15.86	25.63	11.84	4.01	1.86	6.79	9.26	5.39	5.5	9.37	4.11
6.08	5.8	0.98	7.71	3.48	3.43	7.49	10.62	27.84	1.02	1.52	4.66	4.73	3.53	1.09	1.54	6.47	6.59	5.88	7.12	2.62	5.09	1.96	2.71	1.58	26.16	14.29	4.01	18.01	18.35	7.12	16.41	26.94	12.61	4.67	2.52	7.33	10	6.17	6.19	10.14	4.67
6.32	6.02	1.07	8.08	3.67	3.17	7.47	10.52	28.23	0.9	1.52	4.64	4.68	3.33	1.07	1.49	6.62	6.93	6.01	7.36	2.46	5.21	2.21	2.9	1.52	27.01	14.23	3.94	18.49	18.64	7.23	16.66	27.63	13.02	4.61	2.6	7.22	9.97	6.24	6.03	10.14	4.74
6.66	6.5	1.37	8.67	3.79	3.55	8.03	10.84	28.46	1.21	1.77	4.91	4.64	3.63	1.47	1.78	7.06	6.99	6.3	7.74	2.68	5.41	2.34	3.16	2	27.26	14.51	4.35	18.73	19.01	7.59	17.03	28.23	13.34	4.82	2.95	7.49	10.41	6.47	6.42	10.06	4.95
6.34	6.11	0.98	8.16	3.61	3.36	7.94	10.3	28.73	0.57	1.24	4.3	4.09	2.81	0.92	1.32	6.76	6.79	6.14	7.55	2.13	5.06	1.99	2.8	1.39	27.23	14.53	4.17	19.12	19.31	7.49	17.21	28.97	13.66	4.52	2.5	7.22	10.2	6.17	5.99	9.93	4.6
7	6.6	1.11	9.1	3.79	3.66	8.35	11.12	29.56	0.86	1.29	4.56	4.49	3.25	1.23	1.65	7.09	7.33	6.46	8.2	2.47	5.67	2.46	3.32	1.76	28.24	15.22	4.66	19.96	20.45	8.11	17.89	30.37	14.23	4.92	2.69	7.68	10.79	6.72	6.35	10.29	5.12
7.2	7.11	1.33	9.24	3.89	3.83	8.67	11.24	29.52	0.86	1.53	4.46	4.23	3.29	1.39	1.78	7.3	7.54	6.67	8.23	2.5	5.65	2.33	3.32	1.86	28.27	15.35	4.56	20.58	20.55	8.38	18.26	30.8	14.69	4.97	2.87	7.52	10.79	6.71	6.6	10.41	5.08
7.45	7.11	1.26	9.31	3.94	3.82	8.98	11.21	29.79	0.91	1.43	4.31	4.28	3.04	1.29	1.86	7.51	7.66	7.06	8.41	2.54	5.69	2.34	3.31	1.79	28.35	15.41	4.72	20.62	20.62	8.6	18.56	31.55	14.72	4.8	3.02	7.73	10.74	6.76	6.43	10.19	4.96
8.15	7.61	1.65	10.02	4.44	4.18	9.45	11.5	30.18	1.1	1.83	4.5	4.36	3.25	1.89	2.18	7.75	8.08	7.19	8.64	3	6.01	2.81	3.64	2.37	28.48	15.59	5.07	21.42	21.32	8.8	19.04	32.5	15.24	5.44	3.16	7.87	11.09	7.09	6.68	10.54	5.17
7.88	7.28	1.27	9.8	4.24	3.77	9.33	11.42	30.08	0.58	1.34	4.03	3.79	2.86	1.21	1.73	7.54	7.8	6.95	8.68	2.44	5.64	2.46	3.39	1.7	28.16	15.15	4.46	21.09	20.99	8.51	18.64	32.26	14.94	4.86	2.88	7.41	10.93	6.61	6.31	10	4.93
8.1	7.44	1.14	9.71	4.05	3.89	9.4	11.47	30.15	0.57	1.21	3.76	3.63	2.65	1.13	1.83	7.54	7.62	6.93	8.75	2.37	5.74	2.23	3.35	1.67	27.96	15.3	4.53	21.09	21	8.65	18.4	32.39	15.17	4.82	2.78	7.24	10.6	6.74	5.99	10.01	4.83
8.37	7.82	1.54	10.21	4.56	4.19	9.76	11.43	29.92	0.97	1.37	4.07	3.89	2.91	1.62	2.06	7.92	8.01	7.42	9.03	2.54	6.1	2.71	3.85	1.9	28.37	15.7	4.91	21.22	21.1	9.06	18.65	32.89	15.64	5.13	3.26	7.44	11.01	7.01	6.35	10.12	5.23
8.66	7.97	1.43	10.54	4.35	4.11	9.78	11.48	30.24	0.74	1.29	3.85	3.72	2.58	1.51	2.04	7.91	7.95	7.49	9.33	2.5	5.89	2.59	3.91	1.85	28.86	15.86	4.84	21.53	21.22	9.15	18.89	33.91	15.87	4.97	3.09	7.37	11.23	6.95	6.38	10.25	4.98
8.83	8.2	1.45	10.62	4.5	4.29	10.07	11.9	31.07	0.7	1.26	3.92	3.78	2.63	1.62	2.15	8.15	8.23	7.76	9.28	2.46	6.19	2.67	4.1	1.82	29.16	16.02	5.09	22.03	21.62	9.36	19.13	34.74	16.32	5.2	3.22	7.44	11.45	7.17	6.46	10.36	5.11
8.73	8.18	1.22	10.41	4.43	4	10.12	11.8	30.95	0.48	1.07	3.48	3.32	2.25	1.37	1.98	7.96	8.17	7.42	9.17	2.16	5.93	2.53	3.75	1.6	28.98	15.97	5.04	22.08	21.51	9.31	19.21	34.5	16.04	4.77	2.9	7.29	11.36	6.93	6.34	9.78	5.02
9.25	8.89	1.67	11.02	4.81	4.61	10.76	12.16	31.36	0.99	1.44	3.71	3.75	2.51	1.77	2.37	8.64	8.75	8.06	9.85	2.73	6.42	2.92	4.21	2.21	29.74	16.46	5.46	22.61	22.5	9.89	19.6	36.09	16.95	5.42	3.4	7.81	11.63	7.38	6.51	10.52	5.3
8.98	8.27	1.22	10.74	4.33	4.04	10.36	11.8	31.13	0.37	0.64	3.16	2.95	1.91	1.24	1.99	7.98	8.18	7.74	9.51	1.96	6.02	2.41	4.02	1.58	29.53	16.28	5.03	22.57	22.32	9.67	19.48	36.47	16.85	4.97	2.96	7.15	11.13	6.96	6.16	9.71	4.75
9.66	9.21	1.5	11.4	5.01	4.47	11.25	12.38	31.39	0.66	1.21	3.37	3.24	2.36	1.76	2.49	8.64	8.68	8.32	10.17	2.36	6.67	2.93	4.46	1.98	30.22	16.73	5.42	23.44	22.99	10.22	20.06	37.34	17.49	5.26	3.21	7.61	11.67	7.3	6.51	10.25	5.27
10.14	9.53	1.56	11.81	5.03	4.71	11.52	12.51	32.52	0.65	1.02	3.33	3.2	2.19	1.64	2.6	8.96	9.05	8.54	10.65	2.3	6.62	3.18	4.67	1.9	30.81	17.13	5.61	23.96	23.55	10.77	20.38	38.68	18.14	5.28	3.36	7.75	12.03	7.6	6.67	10.29	5.26
10.58	9.72	1.62	12.35	5.11	4.77	11.92	12.65	32.88	0.68	1	3.33	3.29	2.2	1.94	2.61	9.05	9.47	8.74	10.79	2.45	6.93	3.05	4.73	2.09	31.24	17.58	5.92	24.45	23.97	11.07	20.99	39.69	18.56	5.42	3.46	7.78	12.17	7.71	6.71	10.52	5.48
10.6	9.88	1.72	12.48	5.39	4.86	12.2	12.8	32.68	0.65	1.1	3.4	3	2	1.93	2.69	9.25	9.37	9.06	10.82	2.25	6.9	3.14	4.96	2.11	30.99	17.34	5.96	24.6	23.98	11.3	20.95	39.74	18.41	5.27	3.37	7.61	12.23	7.91	6.6	10.44	5.17
11.01	10.15	1.66	12.52	5.5	4.87	12.44	13.07	32.76	0.63	1.06	3.19	3.11	2.15	1.97	2.94	9.44	9.5	9.3	10.97	2.51	7.02	3.17	5.03	2.12	31.28	17.5	5.87	24.79	24.56	11.46	21.53	40.58	19.07	5.45	3.47	7.78	12.31	8.03	6.78	10.61	5.26
11.17	10.1	1.69	12.84	5.13	5.06	12.56	12.79	32.87	0.52	0.86	2.97	2.84	1.92	1.78	2.77	9.15	9.57	9.04	11.07	2.28	7.08	3.17	5.06	2.05	31.41	17.38	5.96	25.2	24.78	11.68	21.6	41.03	19.11	5.33	3.53	7.62	12.28	7.82	6.55	10.32	5.14
11.84	11.14	2.25	13.4	5.91	5.39	13.1	13.37	33.69	0.81	1.21	3.22	3.05	2.33	2.3	3.33	9.87	10.16	9.63	11.58	2.65	7.64	3.68	5.73	2.42	32.02	18.19	6.38	26.04	25.59	12.49	21.93	42.5	19.73	5.7	3.76	7.91	12.8	8.37	7.07	10.62	5.69
11.83	11.1	2.02	13.39	5.7	5.3	13.41	13.34	34.02	0.54	0.9	2.93	2.79	1.98	2.14	3.14	9.73	10.1	9.79	11.81	2.32	7.63	3.49	5.67	2.15	31.98	17.93	6.48	26.51	25.77	12.45	22.47	43	20.05	5.67	3.64	7.77	12.39	8.27	6.82	10.58	5.46
12.3	11.83	2.42	14.01	6.13	5.65	13.76	13.7	34.02	0.81	1.17	3.1	3.07	2.24	2.31	3.34	10.15	10.25	10.13	12.08	2.63	7.96	3.9	5.82	2.34	32.09	18.38	6.75	26.65	25.57	12.86	22.67	43.01	20.46	5.75	4.02	8.04	12.58	8.57	6.82	10.79	5.69
12.67	11.77	2.49	14.11	6.33	5.62	14.05	13.81	34.33	0.94	1.3	3.15	3.1	2.22	2.66	3.65	10.35	10.62	10.25	12.37	2.62	8.04	3.99	6.33	2.57	32.33	18.31	6.89	26.81	26.14	13.23	22.76	43.85	20.85	6.04	4.18	8.14	12.81	8.64	7.16	10.92	5.84
12.67	11.78	2.35	13.96	6.06	5.65	14.02	13.54	33.86	0.75	1.15	3.02	2.8	1.9	2.52	3.53	10.27	10.36	10.21	12.12	2.47	7.86	3.98	6.07	2.41	31.72	18.1	6.83	26.41	25.7	13.02	22.41	43.38	20.63	5.91	4.09	7.8	12.51	8.52	6.74	10.64	5.61
12.89	11.95	2.13	14.4	5.94	5.87	14.46	13.7	34.46	0.48	0.92	2.67	2.5	1.83	2.47	3.58	10.25	10.58	10.34	12.5	2.17	7.89	3.82	6.14	2.26	32.49	18.29	6.84	27.28	26.74	13.36	23.23	45.16	21.3	5.68	3.84	7.92	12.61	8.59	6.67	10.61	5.48
13.11	12.02	2.22	14.68	6.2	5.6	14.54	13.62	34.62	0.41	0.73	2.38	2.39	1.66	2.31	3.45	10.36	10.36	10.52	12.6	2.11	7.95	3.95	6.24	2.11	32.35	18.29	6.7	27.68	26.51	13.37	22.89	45.18	21.18	5.49	3.79	7.64	12.64	8.6	6.56	10.45	5.32
13.55	12.34	2.48	14.82	6.36	5.89	14.82	13.79	34.59	0.68	0.92	2.61	2.48	1.79	2.59	3.6	10.61	10.66	10.73	12.84	2.42	8.31	4.12	6.5	2.42	32.12	18.26	7.06	27.6	26.55	13.69	23.18	45.52	21.56	5.77	4.08	7.89	12.5	8.7	6.82	10.5	5.6
13.77	12.59	2.5	14.9	6.52	6.03	14.91	13.87	34.62	0.56	0.82	2.48	2.44	1.58	2.52	3.74	10.7	10.64	10.66	12.7	2.33	8.18	4.28	6.71	2.47	32.02	18.28	7.07	27.42	26.62	13.75	23.44	45.81	21.59	5.73	3.9	7.82	12.55	8.59	6.75	10.22	5.35
14.04	13	2.7	15.24	6.59	6.12	15.29	13.97	34.66	0.63	1.05	2.59	2.45	1.75	2.67	3.92	10.89	10.99	10.98	13.09	2.35	8.45	4.36	6.91	2.55	32.55	18.31	7.22	27.99	26.78	14.09	23.53	46.59	21.91	5.93	4.04	7.9	12.61	8.85	6.8	10.38	5.6
14.25	13.06	2.63	15.26	6.57	6.28	15.55	14.06	35.23	0.59	0.96	2.61	2.32	1.76	2.74	4.01	10.86	11	11.07	13.41	2.4	8.36	4.45	7.05	2.54	32.33	18.4	7.27	27.93	26.97	14.28	23.53	46.91	22.05	5.78	4.04	7.88	12.82	8.74	6.76	10.51	5.52
14.51	13.26	2.85	15.54	6.84	6.44	15.76	14.35	35.54	0.76	1.1	2.58	2.38	1.82	2.92	4.26	11.18	11.24	11.15	13.56	2.48	8.55	4.58	7.37	2.74	32.49	18.51	7.42	28.29	27.14	14.57	23.82	47.15	22.27	6.05	4.26	7.95	12.92	8.93	6.78	10.53	5.7
14.54	13.26	2.59	15.45	6.85	6.26	15.84	14.13	35.14	0.55	0.86	2.37	2.28	1.54	2.79	4.03	10.83	11.15	11.24	13.52	2.19	8.53	4.43	7.41	2.55	32.09	18.35	7.31	28.25	26.88	14.67	23.5	47.32	22.41	5.76	4.12	7.69	12.74	8.89	6.7	10.16	5.52
14.79	13.75	2.81	15.89	6.93	6.51	16.15	14.31	35.31	0.58	0.97	2.43	2.32	1.54	2.88	4.27	11.14	11.41	11.39	13.72	2.36	8.77	4.63	7.55	2.68	32.74	18.54	7.47	28.63	27.39	14.88	23.79	48.1	22.77	5.92	4.23	7.86	12.88	9	6.67	10.29	5.58
15.23	14.13	2.87	16.21	7.04	6.56	16.6	14.61	35.84	0.52	0.86	2.38	2.22	1.56	2.91	4.4	11.37	11.67	11.78	14.02	2.28	8.98	4.8	7.92	2.72	33.08	18.75	7.6	29.24	28.01	15.19	24.49	48.93	23.3	5.89	4.16	7.82	12.84	9.2	6.72	10.31	5.58
15.35	14.16	3.05	16.32	7.05	6.65	16.71	14.42	35.62	0.54	0.79	2.35	2.13	1.5	2.95	4.45	11.4	11.48	11.87	14.12	2.2	9.1	4.98	7.87	2.67	32.64	18.61	7.68	29.17	27.8	15.4	24.58	48.95	23.31	5.87	4.29	7.75	12.61	9.12	6.73	10.33	5.58
15.5	14.56	3.2	16.57	7.25	6.69	16.82	14.53	35.47	0.68	0.95	2.53	2.31	1.6	3.17	4.63	11.47	11.73	12.01	14.22	2.35	9.13	5.05	8.15	2.9	32.38	18.49	7.71	28.78	27.53	15.26	24.25	48.45	23.38	5.94	4.31	7.79	12.7	9.17	6.69	10.33	5.61
15.35	14	3.04	16.14	7.02	6.54	16.7	14.21	35.02	0.55	0.8	2.23	2.12	1.38	3.05	4.42	11.17	11.48	11.74	14.13	2.25	8.88	4.89	8.11	2.59	31.51	18.02	7.39	27.93	26.76	15.01	23.5	47.53	22.84	5.64	4.09	7.54	12.4	8.84	6.36	9.86	5.46
15.68	14.39	3.28	16.35	7.33	6.87	16.98	14.37	35.27	0.7	1.01	2.45	2.35	1.62	3.37	4.82	11.53	11.74	11.98	14.3	2.37	9.15	5.15	8.58	2.79	31.77	18.3	7.61	28.07	26.57	15.22	23.51	48.08	22.98	5.78	4.27	7.59	12.7	9.14	6.68	10.21	5.57
15.65	14.4	3.11	16.31	7.29	6.84	17.12	14.45	35.36	0.62	0.91	2.27	2.22	1.57	3.34	4.8	11.56	11.72	12.18	14.55	2.36	9.18	5.06	8.69	2.82	31.99	18.46	7.53	28.06	26.58	15.4	23.33	48.29	23.29	5.78	4.25	7.64	12.79	9.05	6.57	10.1	5.56
15.8	14.43	3.23	16.36	7.38	6.84	17.2	14.47	35.66	0.56	0.8	2.25	2.18	1.45	3.31	4.72	11.54	11.89	12.16	14.66	2.24	9.22	5.13	8.95	2.74	32.21	18.65	7.51	28.5	27.05	15.72	23.6	49.27	23.69	5.79	4.14	7.61	12.89	9.14	6.47	10.03	5.41
16.45	15.13	3.39	17.09	7.58	7.15	17.84	15.08	36.24	0.72	0.94	2.5	2.34	1.56	3.5	5.12	11.97	12.35	12.69	15.12	2.41	9.64	5.5	9.43	2.95	33.16	19.2	7.96	29.05	27.9	16.21	24.43	50.8	24.61	6.1	4.54	7.86	13.11	9.4	6.85	10.51	5.74
16.79	15.47	3.54	17.29	7.67	7.26	18.17	15.25	36.55	0.64	0.94	2.38	2.28	1.51	3.56	5.16	12.15	12.43	12.92	15.39	2.31	9.72	5.52	9.62	2.92	33.5	19.51	8.17	30.08	28.45	16.92	25.05	52.05	25.12	6.18	4.43	7.96	13.38	9.59	6.9	10.45	5.8
17.03	15.68	3.63	17.75	7.83	7.35	18.47	15.2	36.66	0.64	0.83	2.34	2.3	1.5	3.65	5.25	12.34	12.51	13.18	15.63	2.41	9.84	5.81	9.83	2.97	33.65	19.38	8.41	30.49	29.12	17.34	25.5	52.82	25.52	6.23	4.54	7.94	13.37	9.71	6.9	10.5	5.78
17.32	16.06	3.81	17.85	7.98	7.51	18.7	15.18	36.81	0.73	0.96	2.42	2.27	1.65	3.7	5.36	12.49	12.72	13.3	15.79	2.5	10.03	5.96	9.97	3.06	33.69	19.43	8.44	30.37	28.93	17.33	25.39	52.35	25.66	6.25	4.66	7.89	13.25	9.81	6.78	10.49	5.82
17.49	16.09	3.83	17.7	7.99	7.49	18.71	15.23	36.55	0.66	1	2.39	2.23	1.65	3.86	5.41	12.5	12.72	13.31	15.76	2.44	10.18	6.06	10.17	3.1	33.01	19.19	8.36	30.23	28.76	17.33	25.16	52.12	25.3	6.12	4.49	7.9	13.09	9.71	6.74	10.35	5.82
17.1	15.66	3.7	17.68	7.93	7.25	18.63	15.01	35.94	0.61	0.9	2.2	2.16	1.48	3.66	5.36	12.24	12.45	13.07	15.61	2.28	9.89	5.89	10.19	3.01	32.28	18.75	8.11	29.21	27.74	16.85	24.35	51.02	25.07	5.93	4.34	7.62	12.91	9.47	6.63	10.03	5.63
17.03	15.62	3.64	17.26	7.81	7.17	18.3	14.78	35.9	0.54	0.84	2.28	2.13	1.44	3.68	5.39	12.31	12.5	13.14	15.6	2.24	9.84	5.8	10.25	3	32.24	18.7	7.98	28.99	27.43	16.67	24.22	50.88	24.78	5.89	4.36	7.48	12.85	9.41	6.37	9.92	5.44
17.3	16.02	3.86	17.57	8.02	7.5	18.8	15.1	36.42	0.64	1.01	2.35	2.3	1.56	3.89	5.63	12.42	12.78	13.52	15.84	2.38	10.05	6.07	10.71	3.1	32.77	19	8.18	29.25	27.71	17.06	24.38	51.53	25.4	6.02	4.51	7.64	13.15	9.67	6.62	10.13	5.6
17.32	15.94	3.92	17.43	7.95	7.46	18.78	15.16	36.18	0.66	0.95	2.33	2.3	1.61	3.9	5.57	12.52	12.83	13.51	15.98	2.35	9.92	6.05	11.04	3.18	32.59	19.1	8.2	28.77	27.31	16.98	24.27	51.33	25.22	6.05	4.51	7.61	13.16	9.53	6.61	10.13	5.71
17.25	15.68	3.78	17.19	7.91	7.37	18.79	15.02	35.57	0.65	0.87	2.29	2.22	1.53	4.07	5.72	12.31	12.76	13.48	15.81	2.31	10	5.92	11.09	3.01	32.43	18.86	8.13	28.56	27.15	16.85	23.86	51.12	25.24	5.92	4.45	7.54	13.12	9.53	6.57	9.92	5.52
17.36	15.77	3.83	17.47	8	7.33	18.84	15.13	35.89	0.49	0.78	2.22	2.26	1.47	4	5.73	12.57	12.87	13.56	16.13	2.35	10.15	5.96	11.37	3.06	32.57	18.82	7.97	28.69	27.41	17.24	23.9	51.81	25.26	5.87	4.47	7.46	13.34	9.6	6.37	9.86	5.55
17.78	16.39	4.17	17.79	8.41	7.78	19.32	15.57	36.29	0.74	1.1	2.51	2.54	1.73	4.32	6.13	12.81	13.18	13.92	16.59	2.68	10.52	6.38	11.81	3.31	33.27	19.39	8.46	29.25	27.86	17.78	24.47	52.63	26.03	6.17	4.78	7.74	13.67	9.75	6.72	10.17	5.97
17.69	16.29	3.9	18.1	8.11	7.43	19.59	15.61	36.55	0.42	0.72	2.31	2.22	1.47	4.06	5.91	12.9	13.09	14.1	16.68	2.27	10.33	6.16	12.17	2.98	34.04	19.55	8.24	29.63	28.37	17.88	24.87	53.77	26.35	5.93	4.46	7.49	13.61	9.78	6.52	10.19	5.76
17.98	16.43	4.29	18.2	8.46	7.93	19.66	15.87	36.48	0.68	1.01	2.68	2.52	1.68	4.4	6.16	13.13	13.48	14.23	17.02	2.47	10.67	6.52	12.32	3.35	33.79	19.73	8.67	29.52	28.45	18.19	24.86	53.85	26.8	6.1	4.8	7.75	13.8	9.98	6.84	10.24	5.8
18.1	16.81	4.14	18.13	8.53	7.72	19.97	15.63	37.14	0.51	0.78	2.39	2.24	1.53	4.35	6.24	13.25	13.61	14.46	17.16	2.4	10.69	6.53	12.63	3.1	34.27	20.24	8.8	30	28.97	18.6	25.39	54.89	27.48	6.16	4.79	7.77	13.88	10.08	6.65	10.08	5.78
18.93	17.43	4.68	18.86	8.99	8.14	20.7	16.39	38.37	0.85	1.16	2.76	2.67	1.91	4.69	6.65	13.8	14.21	15.18	17.92	2.74	11.26	6.9	13.32	3.45	35.72	20.98	9.22	31.4	29.99	19.85	26.42	57.38	28.5	6.57	5.18	8.12	14.5	10.69	7.18	10.83	6.16
19.12	17.65	4.55	18.93	8.72	8.28	20.61	16.12	38.16	0.67	0.95	2.62	2.54	1.7	4.56	6.59	13.74	14	15.08	17.96	2.6	11.27	6.81	13.48	3.63	35.61	20.57	9.14	31.56	30.11	19.65	26.32	57.47	28.26	6.43	5	8.1	14.36	10.49	7.07	10.68	6.01
19.16	17.78	4.93	19.07	8.94	8.35	20.94	16.58	38.31	0.9	1.19	2.79	2.65	1.88	4.78	6.95	14.12	14.24	15.29	18.27	2.79	11.31	7.26	13.79	3.59	35.31	20.66	9.54	31.95	30.15	20.1	26.62	57.56	28.63	6.64	5.19	8.21	14.49	10.89	7.16	10.7	6.07
19.14	17.86	4.8	19.11	8.9	8.26	20.96	16.51	37.87	0.71	1.02	2.6	2.6	1.61	4.64	6.74	13.88	14.32	15.13	18.12	2.55	11.34	7.33	13.87	3.51	35.28	20.68	9.38	31.69	30.24	20.02	26.5	57.58	28.66	6.34	5.07	7.9	14.31	10.68	6.96	10.29	6.16
19.58	18.1	4.94	19.35	9.08	8.45	21.15	16.59	38.18	0.96	1.27	2.69	2.74	1.86	4.89	7.03	14.27	14.6	15.55	18.33	2.82	11.6	7.57	14.31	3.82	35.11	21.03	9.7	32.07	30.47	20.38	26.81	58.08	29.2	6.76	5.32	8.17	14.52	10.85	7.22	10.79	6.23
19.89	18.13	5.08	19.58	9.11	8.47	21.33	16.74	38.61	0.84	1.1	2.71	2.74	1.86	4.97	7.17	14.41	14.75	15.7	18.7	2.67	11.66	7.44	14.51	3.68	35.9	21.04	9.63	32.45	30.62	20.63	26.88	58.79	29.41	6.69	5.14	8.22	14.76	10.85	7.07	10.89	6.24
19.67	18.08	4.96	19.46	8.91	8.46	21.16	16.43	38.35	0.74	1.04	2.6	2.48	1.84	4.9	7.1	14.25	14.68	15.5	18.28	2.72	11.73	7.32	14.44	3.69	35.67	20.94	9.55	32.19	30.41	20.53	27.14	59.05	29.53	6.45	5.14	7.94	14.57	10.84	7.14	10.67	6.1
20.01	18.73	5.37	19.77	9.38	8.77	21.82	16.87	38.83	1.03	1.23	2.9	2.79	2.11	5.41	7.47	14.6	15.09	16.22	19	2.83	12.1	7.82	15.09	3.93	36.56	21.51	9.92	32.8	31.1	21.27	27.48	59.5	30.27	6.8	5.36	8.39	14.99	11.09	7.35	10.91	6.51
19.93	18.29	5.06	19.62	8.96	8.4	21.82	16.94	38.64	0.64	1	2.55	2.43	1.62	5	7.14	14.63	14.76	16.01	19	2.61	11.83	7.43	14.97	3.56	36.04	21.48	9.55	32.83	31.06	21.31	27.58	60.16	30.06	6.57	5	8.12	14.54	11.04	7.02	10.61	6.28
