"Colchicum_autumnale_M2__P_1"	"Colchicum_autumnale_M2__P_2"	"Colchicum_autumnale_M2__P_3"	"Colchicum_autumnale_M2__P_4"	"Colchicum_autumnale_M2__P_5"	"Colchicum_autumnale_M2__P_6"	"Colchicum_autumnale_M2__P_7"	"Colchicum_autumnale_M2__P_8"	"Colchicum_autumnale_M2__P_9"	"Colchicum_autumnale_M2__P_10"	"Colchicum_autumnale_M2__P_11"	"Colchicum_autumnale_M2__P_12"	"Colchicum_autumnale_M2__P_13"	"Colchicum_autumnale_M2__P_14"	"Colchicum_autumnale_M2__P_15"	"Colchicum_autumnale_M2__P_16"	"Filipendula_ulmaria_M2__P_1"	"Filipendula_ulmaria_M2__P_2"	"Filipendula_ulmaria_M2__P_3"	"Trifolium_pratense_M2__P_1"	"Trifolium_pratense_M2__P_2"	"Trifolium_pratense_M2__P_3"	"Trifolium_pratense_M2__P_4"	"Trifolium_pratense_M2__P_5"	"Trifolium_pratense_M2__P_6"	"Malva_alcea_M2__P_1"	"Malva_alcea_M2__P_2"	"Malva_alcea_M2__P_3"	"Malva_alcea_M2__P_4"	"Malva_alcea_M2__P_5"	"Malva_alcea_M2__P_6"	"Malva_alcea_M2__P_7"
28.89	28.76	28.02	67.03	35.16	-4.45	-9.97	0.37	70.59	9.7	2.35	47.1	12.21	51.87	54.14	57.01	19.42	13.74	31.68	1.77	3.38	24.81	24.61	7.7	-2	37.93	42.81	19.38	42.67	56.32	22.78	33.34
23.92	31.49	22.74	50.67	46.59	29.12	7.75	-1.22	68.62	12.2	5.07	53.67	15.88	44.57	47.6	49.38	37.8	5.77	48.67	13.35	12.97	0.27	21.81	12.26	11.02	21.74	28.97	29.22	32.36	36.29	21.8	37.14
3.32	10.11	40.22	85.64	44.62	0.72	6.72	-60.76	99.97	2.32	11.99	34.05	-4.37	14.49	37.06	55.22	5.48	-25.81	0.77	-13.64	-17.24	13.69	5.12	-20.23	14.1	25.17	33.79	9.14	59.91	51.65	41.74	28.54
21.68	21.56	48.33	69.84	58.4	54.8	3.53	-5.2	58.5	24.81	23.54	75.3	42.49	46.37	61.54	50.04	25.89	27.27	40.54	26.02	32.76	40.62	27.99	28.55	-2.25	13.86	45.19	54.67	31.46	38.36	42.73	39.71
52.68	50.63	54.27	72.86	74.15	13.41	17.15	23.67	99.74	53.77	24.32	94.18	38.32	39.96	75.74	60.38	30.85	26.53	67.06	39.4	5.08	30.6	41.94	40.37	36.37	45.96	65.18	46.45	79.23	59.98	48.9	49.85
29.81	27.21	19.59	83.91	45.75	33	-11.67	-9.45	70.46	26.41	25.73	90.93	14.04	60.18	64.5	62.08	35.07	8.28	35.22	-12.88	7.14	13.19	25.81	7.89	21.39	38.85	33.91	3.33	58.08	52.05	33.17	42.45
41.97	16.77	47.25	86.73	54.33	28.08	30.01	4.21	71.33	43.4	-9.43	93.3	9.05	40.98	67.8	70.64	39.73	-0.69	24.02	1.76	37.9	22.07	15.21	-4.64	22.83	39.43	33.53	30.49	31.34	52.3	27.73	34.62
41.65	33.4	25.06	79.08	54.3	26.12	10.56	25.52	65.94	12.47	37.22	70.62	28.9	43.52	67.82	47.69	52.45	13.44	31.91	22.23	7.36	32.8	4.57	1.28	31.49	55.55	57.63	35.92	51.72	41.75	29.43	20.51
22.62	57.81	58.41	103.14	37.97	-0.07	13.09	0.41	103.66	52.45	-5.05	86.1	33.45	42.44	67.54	49.21	35.98	19.02	10.7	19.75	9.93	20.7	14.82	3.36	41.05	28.29	45.23	33.96	68.53	50.99	26.95	51.8
12.55	5.05	11.47	43.99	24.42	1.17	-11.97	-24.22	62.87	14.16	-16.19	50.8	20.49	43.55	49.89	52.87	30.55	-22.04	-5.93	-28.29	-24.3	7.19	-6.77	-16.74	-2.89	9.12	34.92	-6.34	11.18	0.6	20.25	2.04
56.01	53.77	47.81	78.87	61.64	40.77	32.34	15.91	90.58	29.84	41.06	65.12	21.45	49.2	73.74	77.18	30.84	32.55	36.52	13.22	22.47	36.39	22.11	40.58	44.51	35.29	63.71	27.4	43.92	66.14	29.15	48.37
56	63.15	65.29	77.54	49.28	44.69	-5.55	17.91	84.06	44.42	19	101.83	44.36	67.51	55.75	79.44	56.06	4.76	47.99	14.03	14.32	38.24	34.3	34.64	-6.97	63.28	74.28	22.53	68.52	61.71	26.56	53.48
41.86	37.43	26.17	58.87	43.82	30.17	15.86	17.44	52.76	25.29	31.28	44.05	39.83	55.95	45.84	49.34	29.92	27.84	27.24	8.83	8.01	34.43	18.83	30.71	16.89	40.31	31.96	36.67	41.94	38.28	22.81	41.73
16.26	13.29	21.83	80.7	43.15	13.86	4.72	-15.61	54.35	11.5	19.11	69.79	37.74	45.42	58.78	52.88	26.38	-10.75	52.3	5.64	-9.25	4.45	-5.56	24.72	22.75	32	26.06	16.81	54.53	30.53	18.14	18.9
27.16	20.82	31.71	63.07	31.37	31.73	15.59	17.17	73.62	13.34	-3.59	67.9	22.07	54.07	66.43	55.09	12.75	17.92	29.69	35.38	10.89	15.32	28.55	19.61	11.7	54.31	43.44	43.73	36.83	64.73	17.16	11.45
49.88	21.85	32.73	83.31	78.47	20.67	18.68	14.38	91.31	26.21	4.99	60.3	21.18	22.05	61.94	76.85	59.56	29.52	49.52	20.09	8.09	11.54	12.52	23.19	27.33	27.91	63.51	44.04	28.34	30.18	33.57	68.54
27.69	35	51.8	70.5	29.9	31.06	15.78	-3.08	80.83	25.44	24.78	84.79	43.73	51.4	59.86	62.82	43.71	22.43	44.4	10.61	23.45	22.68	29.38	16.73	4.86	46.33	29.55	25.06	52.54	53.33	12.87	36.53
33.29	55.98	29.1	85.44	89.01	37.33	32.72	3.17	63.63	26.21	36.59	80.65	23.7	37.01	68.6	58.97	41.96	16.5	46.39	12.3	17.28	38.46	27.82	34.89	28.81	55.28	33.29	46.25	41.39	37.06	47.11	46.07
41.9	28.05	19.16	62.26	33.28	16.88	28.23	20.24	53.75	2.89	9.87	70.43	4.89	41.47	46.7	58.86	16.09	0.53	29.27	-0.72	16.97	-19.63	24.13	13.25	16.54	28.87	32.06	14.46	30.79	42.22	9.47	33.03
21.72	10.98	27.06	64.88	46.09	8.43	4.32	-7.92	69.32	3.92	-11.29	79.19	21.32	38.73	56.62	66.32	18.48	-11.49	13.89	-0.97	14.42	9.02	5.06	9.88	6.19	14.18	51.21	3.82	44.47	38.32	44.91	13.52
24.66	17.37	25.2	54.02	34.38	9.81	7.05	9.33	60.55	40.59	24.88	44.51	19.38	48.72	61	71.5	28.61	6.43	55.22	18.05	17.69	22.23	28.84	25.85	9.5	38.64	48.07	37.42	39.74	56.57	20.82	32.31
32.14	22.04	38.99	78.87	46.24	26.11	7.95	28.94	68.63	49.75	22.34	53.41	28.35	51.2	70.59	63.31	53.53	28.34	40.95	27.48	23.3	25.44	10.86	45.37	5.05	35.22	48.49	28.7	34.72	43.75	37.58	41.8
17.11	35.94	29.96	56.14	48.83	13.8	21.79	10.27	78.04	29.48	-8.06	59.53	34.97	42.09	66.76	53.86	37.96	19.71	36.93	32.31	32.14	32.63	52.08	21.22	30.09	24.98	31.2	22.22	48.63	37.29	16.49	41.42
17.22	28.81	31.59	92.69	63.64	57.76	31.73	13.64	85.76	33.87	31.69	83.44	41.84	52.81	52.54	60.37	34.94	6.04	36.68	9.38	45.68	39.06	25.11	32.09	0.52	55.78	44.75	36.06	45.31	50.57	40.24	50.32
35.62	-4.32	17.5	60.2	53.97	6.03	22.33	3.85	47.28	17.01	11.27	37.88	22.58	67.51	62.31	53.44	42.01	12.72	36.52	8.87	8.23	14.11	38.05	14.03	-2.99	35.4	22.97	16.21	32.45	36.18	21.17	29.12
45.98	38.58	35.45	73.19	56.5	34.87	30.05	25.54	71.58	46.09	27.25	66.62	35.59	50.15	66.88	59.01	36.95	26.3	63.3	18.91	22.12	38.13	44.08	39.24	32.8	73.81	46.57	41.07	41.13	52.76	43.87	34
27.48	56.08	58.13	72.57	66.36	36.47	31.32	18	74.28	30.65	35.56	92.39	38.39	69.84	72.57	78.39	35.35	15.7	50.11	37.51	9.35	34.58	40.93	20.88	65.83	55.72	50.16	28.77	80.5	65.87	44.69	38.63
19.11	17.41	24.25	57.97	21.45	23.81	-1.07	6.01	57.7	8.78	-1.79	67.22	23.96	18.46	46.83	68.68	23.94	14.39	27.02	3.15	-14.29	18.7	8.97	10.2	40.07	50.5	27.29	19.59	55.58	55.57	5.77	18.94
28.75	13.07	10.46	35.1	29.48	12.23	16.3	-7.8	45.15	17.03	-8.75	46.44	0.08	20.44	50.89	50.48	33.63	14.77	13.57	-6.17	-1.51	16.95	-6.7	2.39	30.11	25.69	10.76	0.48	36.74	31.9	19.39	27.27
25.12	17.38	71.74	74.6	64.07	23.98	-13.3	-0.54	82.45	18.44	13.11	112.66	15.26	55.76	74.26	66.74	55.11	20.39	18.18	7.86	7.61	47.19	19.4	-4.17	57.5	48.86	73.94	23.44	1.89	50.69	24.19	16.61
19.58	22.07	19.5	58.7	27.63	12.93	22.62	-3.71	62.65	7.71	8.21	36.67	17.24	37.57	48.91	40.75	30.61	11.04	22.93	7.36	-2.37	22.01	19.05	13.55	-1.75	28.57	34.35	8.02	49.01	37.82	21.84	6.25
16.36	56.05	21.66	62.81	39.66	29.85	-2.94	12.14	56.32	36.92	30.57	54.14	26.97	53.17	40.01	46.92	54.06	23.94	36.54	13.74	10.35	28.45	25.91	26.43	4.57	48.64	29.91	26.5	43.13	44.62	22.67	33.62
34.45	23.44	14.1	52.96	44.1	36.34	5.95	-13.42	63.38	29.56	9.4	58.12	9.89	44.93	42.71	60.61	31.45	-3.2	39.42	9.78	-7.38	29.26	6.85	25.25	6.59	9.18	20.5	36.43	49.58	15.13	28.63	17.72
54.81	19.65	44.59	65.15	50.47	25.44	8.49	15.41	70.29	14.87	23.02	65.47	16.93	53.31	81.05	62.11	36.08	10.22	40.41	3.81	-0.93	29.37	20.2	18.18	26.68	27.43	37.76	30.31	27.88	36.11	24.41	24.59
23.44	25.02	17.45	53.6	26.25	24.64	0.07	24.99	54.19	26.51	16.7	53.75	32.37	40.35	47.48	62.91	30.88	13.15	26.77	23.61	-0.4	14.82	28.16	24.45	7.44	24.51	34.2	23.46	34.92	56.44	30.89	36.57
36.73	41.23	40.49	56.99	26.46	26.92	7.52	17.68	55.43	31.48	17.81	49.28	30.48	34.46	38.06	44.2	31.81	17.27	17.95	9.16	5.38	18.03	6.59	10.49	4.64	52.43	39.6	26.62	25.53	31.07	14.42	14.98
8.67	12.26	35.49	51.76	40.59	19.48	4.11	3.95	69.04	22.4	14.02	50.41	19.78	35.95	59.87	52.52	18.11	13.14	36.45	-2.42	2.23	9.44	12.05	16	19.39	19.73	21.56	34.11	39.7	33.61	25.49	15.35
-22.06	-6.06	3.46	52.28	38.93	-22.2	-80.54	-49.83	92.76	-2.42	-31.94	39.07	-36.79	31.18	114.48	66.31	-35.01	-44.48	5.8	-26.2	-60.79	-28.73	-13.77	4	-14.76	47.38	13.1	7.75	17.8	-9.72	7.38	41.61
33.44	13.86	28.11	81.82	55.47	17.15	-5.66	9.59	65.81	5.14	29.47	69.27	40.26	52.18	53.63	54.91	30.51	14.55	25.41	18.93	0.28	43.22	8.84	27.41	31.99	47.68	32.44	17.26	56.25	65.72	25.29	45.23
17.68	-3.92	6.61	43.45	48.08	19.28	-21.17	-19.95	56.77	21.87	-10.24	51.49	5.1	32.27	41.3	49.93	29.44	14.64	20.26	-10.77	2.66	16.05	25.41	4.03	17.49	22.47	14.34	-0.43	32.59	21.35	27.31	42.33
-15.71	27.77	47.11	82.23	33.06	28.72	4.55	2.8	99.98	27.2	14.29	66.7	11.99	55.86	56.4	54.66	27.4	0.39	22.52	-28.53	30.02	36.29	5.47	-22.6	18.48	14.58	21.69	8.07	30.43	51.19	24.45	33.93
39.57	40.09	51.24	49.93	56.61	22.97	24.56	31.5	60.58	46.12	34.31	64.78	26.98	51.32	53.69	74.92	38.55	27.87	57.44	24.65	29.5	38.84	25.63	36.98	39.44	38.37	46.94	44.85	51.51	41.73	46.83	56.75
29.96	29.3	39.5	64.23	37.56	19.17	16.45	18.73	64.39	36.1	6.8	37.61	28.7	56.73	54.82	56.16	48.47	11.17	26.54	12.41	14.9	24.16	22.69	17.87	17.38	38.45	33.16	26.22	35.7	32.11	24.37	36.23
41.89	45.56	28.52	62.71	60.8	39.64	13.56	-5.67	87.48	27.71	30.59	73.37	55.05	45.48	64.5	67.3	50.07	28.05	34.31	26.17	31.38	57.01	31.84	16.45	39.35	38.92	47.25	44.49	43.96	67.56	24.09	45.31
26.21	15.12	18.26	54.59	40.55	30	30.1	-0.47	45.58	20.63	20.54	52.34	19.49	33.38	41.22	45.27	16.54	5.55	27.27	1.44	19.62	15.43	16.38	14.08	20.93	42.34	22.73	17.25	33.98	27.19	16.19	43.84
-16.25	30.3	49.32	70.81	-1.39	14.99	-0.51	-3.79	90.94	32.43	-16.84	88.19	8.85	21.45	99.44	70.55	29.32	-2.62	31.6	7.5	-7.8	35.93	46.53	-0.34	29.6	12.69	33.47	25.07	43.84	41.11	15.48	25.71
22.7	26.96	53.8	85.34	22.01	4.06	25.86	1.92	75.23	36.51	-5.38	72.11	15.05	23.77	48.73	56.24	3.95	-2.76	21.37	5.9	-5.38	17.85	22.54	23.94	1.35	64.23	12.39	23.77	13.79	47.55	-3.51	46.49
10.87	10.35	22.7	46.78	30.57	12.69	-9.96	11.37	32.54	-0.08	-12.92	28.75	-9.53	45.14	38.01	49.52	1.53	-7.87	12.29	5.4	21.33	16.55	-14.32	3.32	-5.79	24.46	24.86	35.12	19.52	42.06	20.96	22.62
53.53	28.14	45.69	68	58.45	30.91	33.59	19.74	63.4	50.26	36.61	63.23	36.8	45.62	67.24	57.19	52.5	38.77	56.24	26.51	34.93	47.3	25.38	43.28	21.84	24.87	45.14	36.47	48.1	32.69	34.06	41.98
22.42	15.52	6.58	26.53	24.27	-0.94	-17.15	-4.4	20.22	17.14	-12.7	31.85	7.6	19.21	32.27	26.37	14.4	-2.63	15.57	-7.55	5.94	1.66	-8.53	1.05	10.98	9.34	13.99	8.82	21.78	2.41	20.5	9.02
24.61	18.17	18.36	55.55	43.88	22.28	8.85	8.54	50.47	19.81	-4.38	42.63	33.46	40.27	37.3	53.45	33.93	8.2	37.61	17.25	2.95	15.84	28.25	28.16	18.12	23.8	27.87	23.81	25.17	43.24	13.58	25.63
5.36	-6.42	12.02	58.03	30.18	46.1	4.62	-24.08	38.39	2.7	5.17	48.46	-3.29	15.68	62.59	28.15	6.4	-8.85	17.01	0.77	-23.74	26	-1.3	-17.85	3.22	6.76	34.48	-3.92	9.41	14.15	13.54	10.36
15.02	10.13	27.38	39.82	34.39	28.69	9.44	5.02	46.07	21.89	9.42	34.69	13.11	25.49	40.35	27.31	24.07	11.53	20.61	17.09	9.68	29.67	15.33	4.16	15.31	27.7	23.77	22.74	31.92	22.52	29.17	36.73
9.19	7.12	-3.11	35.79	20.09	3.79	-3.93	-9.57	29.79	1.47	-18.79	20.45	1.59	-0.89	31.5	39.63	1.58	-2.4	-2.77	2.73	-25.98	-4.86	-14.31	-0.78	-6.69	-3.04	1.54	-2.88	3.44	14.29	4.03	5.4
6.96	1.53	5.02	25.19	26.54	1.56	-11.53	-5.87	33.84	2.55	0.31	23.84	4.4	14.5	31.84	25.35	-9.51	-2.27	-8.99	-3.78	-1.57	-5.75	9.62	16.34	-7.92	12.9	-1.58	-2.72	18.45	18.45	1.79	16.26
17.65	20.09	18.15	37.45	24.94	15.34	9.67	4.38	45.01	6.35	14.52	45.86	15.3	27.08	34.42	33.46	8.15	8.69	23.37	12.65	1.53	8.69	22.67	6.05	0.46	17.87	19.6	9.55	16.83	16.5	18.98	26.44
18.97	13.76	15.06	36.9	20.98	17.91	7.44	2.71	30.5	15.14	14.15	30.23	10.81	21.57	20.43	29.58	16.67	2.87	13.53	6.2	-1.45	18.21	8.83	18.96	9.68	13.89	19.23	15.02	12.11	17.88	14.34	17.62
14.98	19.53	15.02	22.82	20.45	17.55	11.07	5.02	28.87	12.55	8.59	21.34	18.99	15.58	28.15	27.42	21.71	14.06	22.42	17.62	12.85	20.71	13.34	7.58	11.46	22.3	18.3	16.91	25.78	18.93	23.38	21.58
8.6	8.17	14.67	17.15	15.78	5.46	3.19	4.12	29.32	8.99	2.82	15.85	7.59	10.4	14.33	16.18	7.8	-1.62	12.33	9.87	7.89	17.98	5.29	7.11	6.15	11.83	14.03	7.23	15.43	10.82	7.49	11.89
3.54	3.21	5.32	11.45	10.37	2.79	4.34	-0.16	19.56	9.46	6.25	13.7	7.97	8.92	10.18	7.35	8.14	2.33	10.22	0.26	6.12	13.51	2.07	4.54	6.13	6.56	10.36	5.6	12.56	10.16	6.79	4.47
4.33	3.68	3.54	11.31	6.04	1.25	2.82	1.01	22.43	7.31	3.63	8.05	0.94	11.87	9.98	12.57	7.04	3.63	6.65	1.03	5.33	14.35	4.38	9.16	4.22	6.88	5.81	5.18	7.38	11.55	3.75	9.77
6.82	4.51	7.02	13.09	8.28	5.1	5.41	2.48	18.77	4.7	5.37	12.75	4.18	6.75	11.09	13.09	11.65	4.22	9.38	1.59	2.98	14.83	6.18	10.76	9.43	7.04	9.39	9.39	10.09	9.15	7.15	12.15
6.83	4.3	4.35	8.34	9.15	5.86	5.29	-5.3	18.1	3.13	0.26	10.97	2.82	2.15	10.65	12.33	4.54	2.86	9.09	4.19	4.49	14.39	0.94	6.45	2.9	7.09	6.71	6.38	9.24	7.44	5.67	10.11
7.14	11.1	9.98	14.92	16.87	11.06	4.61	2.46	19.61	8.34	8.5	16.93	5.13	14.74	19.8	17.51	11.47	2.97	10.88	3.37	9.3	17	9.5	10.83	10.71	11.69	11.27	9.91	15.42	12.27	12.74	16.86
1.84	9.7	3.93	13.24	9.15	6.31	1.1	-0.3	18.95	3.11	-1.51	16.19	-1.49	7.47	7.67	14.27	9.09	2.61	5.72	1.56	-1.45	14.17	0.83	6.1	6.88	8.27	8.76	7.95	6.73	11.48	6.4	5.85
1.11	7.09	8.74	13.03	5.88	1.96	5.16	2.18	20.91	6.42	1.3	14.75	0.79	10.06	10.82	12.51	4.25	1.65	10.62	5.09	0.78	19.92	2.67	4.61	8.19	7.6	9.96	7.56	7.81	8.82	6.65	10.06
10.48	8.06	6.38	17.86	12.42	5.49	5.8	0.63	24.01	9.01	3.53	16.01	5.19	9.74	15.79	11.94	4.53	5.14	13.39	7.33	4.8	20.92	2.46	7.61	9.41	14.15	8.37	-1.12	19.1	15.15	6.69	11.34
8.24	7.45	8.37	11.28	6.98	7.61	3.93	-2.77	24.53	7.5	0.16	20.16	3.78	7.23	8.49	12.46	8.35	7.03	6.29	1.06	-1.31	15.77	0.17	6.24	3.98	5.04	8.29	3.36	9.93	11.66	5.76	10.89
5.41	-0.52	3.29	11.75	7.08	-0.12	1.01	-0.8	22.83	6.6	3.1	14.99	-1.08	8.01	12.91	16.67	9.45	2.89	6.28	2.81	-2.64	17.39	-1.63	5.67	9.01	1.66	9.82	8.28	7.14	4.27	6.2	9.56
3.33	3.71	4.8	17.11	9.78	2.22	3.46	-3.42	22.61	1.99	0.98	17.32	-0.04	7.93	16.82	13.04	2.26	-3.89	9.87	6.08	-2.98	17.12	1.23	8.72	4.61	10.17	10.62	4.14	7.32	10.82	6.62	14.03
9.89	10.86	12.12	23.32	14.15	7.13	6.01	6.16	22.01	8.97	11.34	17.16	2.07	9.8	19.02	15.38	11.85	8.05	13.17	3.54	5	20.28	6.16	10.68	12.54	11.89	14.23	2.61	12.16	11.46	10.95	13.85
3.55	7.63	9.77	13.88	8.53	6.04	3.02	-2.12	20.93	6.72	-0.4	13.91	4.07	7.43	9.24	10.75	6.16	2.47	10.37	2.59	2.96	10.62	1.39	4.73	8.3	8.02	10.29	7.34	8.63	8.85	4.8	10.62
10.6	8.77	4.03	14.4	8.73	7.13	4.64	-1.83	18.4	8.46	6.13	12.39	1.11	8.52	14.09	12.88	6.65	1.58	11.06	3.76	0.44	15.67	1.86	7.92	4.84	6.21	9.97	8.33	10.85	10.03	8.65	15.32
4.42	2.8	6.87	12.14	4.81	1.17	2.34	-1.24	17.83	3.67	2.89	12.72	3.46	5.78	12.48	8.14	5.71	0.67	7.05	3.96	4.52	9.26	2.31	7.96	4.01	7.52	7.65	4.14	5.06	9.75	3.28	8.56
6.1	7.66	7.38	11.15	11.35	7.29	5.13	4.62	19.98	4.72	2.15	11.48	5.6	9.61	9.5	13.55	7.08	7.05	9.56	5.65	6.38	16.71	4.37	7.86	11.57	6.54	7.9	9.64	12.84	6.77	7.78	9.17
-0.12	3.68	5.86	6.53	7.55	3.53	2.22	0.83	16.4	5.54	0.6	11.92	1.65	6.79	8.05	9.98	4.3	0.45	6.53	2.46	1.17	12.88	1.02	9.12	4.39	4.45	5.59	5.78	10.78	4.91	2.85	9.63
6.12	7.3	9.08	9.95	9.62	7.46	7.94	2.46	19.74	6.36	4.69	14.74	6.56	7.93	11.88	9.86	6.19	8.55	10.16	5.02	6.68	17.09	5.22	7.47	7.75	6.86	10.2	8.3	11.43	11.49	9.35	14.49
8.89	9.79	8.06	12.35	8.62	5.71	7.46	4.51	19.16	5.3	4.31	11.93	4.47	9.27	10.4	13.04	7.33	2.59	9.8	3.08	2.74	16.35	4.32	9.58	8.71	8.3	12.1	6.92	12.9	11.86	6.14	12.58
5.61	3.56	1.89	6.84	5.68	2.37	4	3.15	16.08	2.46	-0.25	11.35	3.24	5.64	7.12	5.67	2	1.94	4.9	0.88	3.23	16.03	4.73	8.42	3.11	6.21	6.49	6.37	8.47	5.43	5.55	9.63
6.6	3.26	4.49	13.05	8.02	2.42	5.29	3.82	18.15	3.5	2.4	12.59	2.71	4.03	8.55	10.45	3.85	3.1	7.95	2.01	4.29	15.25	6.58	8.28	5.38	9.34	7.56	7.06	11.39	9.31	6.55	9.1
3.2	3.71	6.97	9.64	5.59	4.37	4.16	1.59	14.69	3.11	2.35	10.57	3.96	8.9	7.15	7.27	6.44	2.7	11.01	4	3.64	17.28	2.73	8.98	4.81	6.61	8.44	6.78	11.42	8.31	6.07	12.05
5.71	5.64	1.78	9.8	7.59	5.01	4.65	-0.45	18.47	7.4	0.18	11.95	2.32	7.09	10.43	6.29	5.28	2.03	9.13	5.36	2.65	15.89	2.43	8.44	4.39	7.67	6.17	6.63	6.82	5.49	5.03	9.03
4.1	7.23	7.98	8.77	6.16	5.28	2.24	3.49	15.92	4.42	2.84	11.49	4.22	6.05	7.44	9.95	3.85	2.15	9.44	5.93	3.18	17.55	2.21	9.27	6.97	6.52	8.36	5.46	11.46	8.67	6.67	9.39
5.02	5.6	6.98	8.83	7.52	4.49	4.48	0.58	16.04	4.06	4.18	10.72	4.56	6.59	9.21	11.22	4.75	4.24	10.57	4.41	2.69	17.38	5.7	9.94	5.86	6.67	7.13	6.29	9.66	9.06	6.62	13.72
3.02	2.33	4.43	9.12	4.16	3.2	2.24	-0.2	16.37	2.04	1.53	8.88	0.8	5.34	7.97	5.66	4.9	2.09	6.49	1.42	3.95	15.39	3.48	8.7	6.5	6.42	8.07	5.53	9.42	7.53	5.35	9.52
3.77	3.64	3.48	8.37	4.97	2.61	1.12	-0.91	13.64	3.23	-1.45	8.43	1.48	3.9	8.03	2.57	1.99	0.42	3.77	2.85	1.38	12.22	0.32	3.82	4.75	4.36	5.2	1.48	6.93	5.23	1.29	9.83
4.04	4.35	4.87	7.71	8.26	3.42	5.78	1.45	14.41	4.92	3.31	11.17	3.11	5.89	8.48	7.35	6.14	4.71	6.18	3.9	1.96	14.97	2.97	5.95	4.54	5.25	9.69	5.43	8.7	6.65	5.53	10.77
2.26	3.9	2.72	5.65	5.68	3.43	3.4	2.38	13.53	4.33	1.53	7.98	2.48	5.5	5.04	7.91	4.48	2.48	5.02	2.67	4.4	13.86	2.99	6.1	7.24	5.77	4.97	4.77	8.78	6.11	4.25	10.42
1.84	-0.03	3.3	4.35	2.99	2.35	3.26	0.15	11.72	2.91	0.24	6.18	1.59	1.86	3.78	2.81	1.77	0.87	5.02	2.05	2.54	11.84	0.31	5.25	3.53	1.82	3.71	3.26	4.31	3.5	3.93	7.9
2.57	3.4	2.47	5.87	4.68	3.26	2.87	2.29	13.68	2.82	2.26	7.49	1.85	2.95	4.25	6.04	3.46	2.23	7.18	2.1	4.03	14.5	1.61	6.05	4.89	4.67	5.18	4.28	6.08	3.91	4.96	9.7
1.98	2.17	2.35	5.54	3.9	1.6	4.21	0.75	11.73	1.61	1.33	6.98	2.1	2.97	5.63	5.58	2.8	2.71	5.81	2.35	2.49	15.51	2.14	5.18	5.4	3.97	4.33	2.96	6.56	4.47	2.91	9.75
1.65	1.41	1.5	3.25	2.23	1.69	4.54	1.52	11.17	1.17	1.07	5.96	1.56	2.54	3.41	3.08	2.63	2.14	4.64	0.96	2.05	13.07	-0.08	5.37	4.86	3.31	3.83	4.11	6.11	3.38	1.91	9.27
1.63	1.31	1.2	3.1	1.59	1.5	3.28	1.85	10.99	2.16	1.32	4.49	0.48	2.22	2.85	3.07	1.88	1.46	4.66	1.71	2.3	13.5	0.54	4.88	4.37	2.18	3.36	3.63	5.61	3.39	2.21	7.46
1.97	2.32	2.28	3.03	3.01	2.19	4.7	2.11	10.52	1.71	1.69	4.99	2.04	3.65	3.61	3.8	2.67	2.7	5.54	2.34	2.64	14.38	1.83	4.77	4.62	3.61	5.2	3.92	6.28	3.68	3.23	8.48
1.72	1.68	1.42	3.49	1.9	1.83	3.92	2.29	9.9	1.57	1.63	3.81	1.61	1.95	2.41	2.75	1.93	1.29	4.93	1.96	2.2	14.11	1.21	5.32	4.58	2.76	4.27	3.51	5.63	3.41	1.7	8.32
1.32	1.3	1.08	2.16	1.44	1.66	3.9	1.16	9.9	1.21	1.22	3.82	1.34	1.72	2.41	1.8	1.81	1.31	4.5	1.87	2.3	14.63	0.79	4.93	4.89	2.87	3.44	3.49	4.95	2.72	1.84	8.07
1.87	1.87	1.92	2.57	2.06	2.09	3.99	2.47	10.66	2.11	1.62	4.08	1.96	1.8	2.96	2.7	1.76	2.38	4.46	2.45	2.22	15.11	1.66	5.4	4.83	2.82	3.92	3.85	5.99	3.41	2.45	8.68
1.15	0.92	1.51	1.79	1.92	1.55	3.88	2.17	10.89	1.21	0.94	3.91	0.57	1.98	2.3	1.65	1.89	1.41	3.98	1.91	2.43	14.39	1.13	5.33	4.4	2.6	3.58	3.01	5.03	3.07	2.12	8.12
2	2.01	2.44	3.13	2.96	1.81	3.98	1.87	11.18	2.09	1.66	4.91	1.42	2.95	2.31	2.95	2.68	1.68	4.71	2.12	3.04	15.15	1.29	5.77	5.06	3.17	4.15	3.54	5.72	3.97	2.4	9.16
1.58	0.84	1.47	2.48	1.71	0.35	3.13	1.1	11.34	1.36	1.03	4.29	0.23	1.43	2.79	2.82	2.05	0.82	4.08	1.31	2.35	14.19	0.33	4.1	4.07	2.31	3.89	3.42	5.39	2.25	2.14	9.01
1.94	3.12	3.05	4.68	3.84	2.47	4.25	2.91	12.37	2.98	2.41	7.34	1.56	3.14	3.99	4.91	3.24	2.82	6.73	1.78	3.19	16.11	2.77	6.39	5.76	3.83	5.29	4.53	7.09	4.06	3.99	9.58
1.12	1.46	1.4	4.2	2.53	0.97	5.47	1.57	12.32	2.26	0.67	4.3	0.79	2.37	3.77	2.33	1.82	1.59	5.67	2.04	2.11	15.65	0.63	4.9	4.6	3.18	3.42	4.25	6.37	4.83	2.93	8.36
0.53	0.89	0.99	2.41	1.64	1.43	3.15	0.05	11.25	0.37	1.13	3.91	-0.18	1.64	2.42	2.94	1.54	1.87	4.38	0.76	0.67	11.93	0.21	3.62	4.5	2.59	3.97	3.26	4.98	2.36	3.04	7.02
