"Sinapis_arvensis_D2__P_1"	"Sinapis_arvensis_D2__P_2"	"Sinapis_arvensis_D2__P_3"	"Sinapis_arvensis_D2__P_4"	"Sinapis_arvensis_D2__P_5"	"Sinapis_arvensis_D2__P_6"	"Sinapis_arvensis_D2__P_7"	"Sinapis_arvensis_D2__P_8"	"Buddleja_davidii_D2__P_1"	"Buddleja_davidii_D2__P_2"	"Buddleja_davidii_D2__P_3"	"Buddleja_davidii_D2__P_4"	"Buddleja_davidii_D2__P_5"	"Buddleja_davidii_D2__P_6"	"Buddleja_davidii_D2__P_7"	"Buddleja_davidii_D2__P_8"	"Buddleja_davidii_D2__P_9"	"Buddleja_davidii_D2__P_10"	"Buddleja_davidii_D2__P_11"	"Buddleja_davidii_D2__P_12"	"Buddleja_davidii_D2__P_13"	"Buddleja_davidii_D2__P_14"
27.51	35.57	32.62	29.92	29.15	29.4	18.4	23.69	18.57	16.45	19.6	4.87	6.78	13.92	7.03	7.19	7.4	4.63	16.92	16.82	16.44	11.97
27.53	35.34	32.86	29.98	29.1	29.85	18.84	24.17	18.96	16.25	19.87	5.14	7.14	13.88	7.07	7.52	7.4	4.7	17.42	17.53	16.51	12.35
27.62	35.22	33.09	30.04	29.58	29.41	18.29	23.71	18.71	16.51	19.97	5.32	7.01	14.07	6.56	7.01	7.58	4.5	17.05	16.9	16.93	12.23
28.1	36	33.29	29.99	29.16	29.88	18.52	24.23	18.68	16.74	20.32	5.36	7.46	14.7	7.25	7.4	7.73	4.9	17.84	17.31	17.31	12.35
27.81	35.15	33.09	29.69	28.64	29.11	18.05	24.15	18.48	16.17	20.49	5.45	7.28	14.33	7.22	7.61	7.35	4.54	17.87	17.67	17.02	12.45
27.3	35.32	33.54	29.7	28.16	29.61	18.11	24.18	18.99	16.47	20.49	5.68	7.55	14.86	7.1	7.86	7.63	5.03	17.6	17.98	17.52	12.8
26.69	35.64	33.03	29.52	27.57	29.1	17.85	24.02	18.55	16.38	20.16	5.24	7.34	14.88	7.1	7.2	7.15	5.01	17.29	17.28	17.18	12.43
26.9	34.96	32.93	29.54	27.32	28.98	17.87	23.73	18.59	16.55	20.13	5.1	7.53	14.56	7.09	7.3	7.24	4.78	17.05	17.54	16.87	12.46
27.04	35.08	32.87	29.73	27.96	28.88	18.27	23.6	19.08	16.57	20.41	5.43	7.75	14.44	7.13	7.56	7.27	4.57	17.49	17.55	17.12	12.35
26.92	35.28	32.47	29.87	28.18	29.28	18.26	24.01	18.97	16.86	20.61	5.61	7.77	14.41	7.11	7.67	7.49	4.89	18.3	17.75	17.08	12.65
26.94	35.05	32.7	29.94	28.75	29.31	18.24	23.66	19.25	17.33	20.63	5.25	7.65	14.3	7.15	7.44	7.36	4.5	18.58	17.95	17.21	12.58
27.73	35.78	33.06	30.14	30.35	30.07	19.13	24.29	19.99	17.65	21.46	5.81	8.15	14.74	7.47	7.96	7.84	4.88	19.82	18.59	17.84	13.24
27.64	35.57	32.86	30.8	30	29.99	19.25	23.56	19.92	17.85	21.32	5.86	8.27	14.9	7.68	7.56	7.83	5.31	19.79	18.61	17.67	12.98
27.91	35.97	33.36	30.26	30.63	30.32	19.28	23.96	20.26	18.21	21.26	6.11	8.36	15.13	7.69	8.12	8.3	5.46	20.53	19.12	18.23	13.2
28.2	35.64	32.85	30.32	29.77	30.32	19.15	24.13	19.98	18.25	21.94	6.43	8.32	15.45	7.74	8.42	8.43	5.42	20.38	19.21	18.89	13.71
28.01	36.27	33.36	30.3	29.8	29.83	19.08	23.68	20.7	18.9	21.73	5.66	8.6	15.79	7.55	7.94	8.39	5.31	20.55	19.51	18.74	13.5
28.03	35.76	32.91	30.56	29.95	29.79	19.24	24.13	19.89	18.18	21.77	5.92	8.13	15.07	7.56	7.93	8.24	5.05	20.16	19.33	18.28	13.62
27.88	35.65	32.85	30.26	30.08	29.66	18.52	24.14	20.54	18.65	21.62	6.01	8.54	15.18	7.52	8.14	7.96	5.15	20.69	19.66	19.22	13.88
27.26	35.78	32.94	29.92	29.72	29.49	18.14	23.83	19.73	18.67	22.07	6.09	8.08	15.62	7.34	8.11	7.72	4.89	21.35	19.6	19.18	14.35
27.25	35.73	33.18	30.59	30.36	30.32	19.13	24.54	21.02	19.34	23.11	6.12	9	15.97	7.91	8.57	8.43	5.38	21.72	20.05	19.2	14.19
27.4	35.89	33.09	29.83	29.87	29.49	18.72	23.92	20.48	19.06	22.5	6.7	8.7	15.79	7.63	8.41	8.02	5.3	21.52	20.12	19.37	14.18
27.19	35.42	32.89	29.58	29.7	30.04	18.47	23.95	20.63	19.01	22.6	6.45	8.62	15.77	7.54	8.65	8.26	4.95	21.23	20.15	19.69	13.85
27.44	36.1	33.41	30.17	30.03	30.13	18.77	24.2	20.65	19.3	22.94	6.57	9.03	16.37	8.2	9.04	8.04	5.89	21.95	20.83	20.07	14.56
27.3	35.55	33.23	30.55	28.73	29.78	18.02	24.44	21.36	19.14	22.69	6.79	8.8	16.57	7.54	8.93	8.39	5.62	21.73	20.49	20.27	14.78
26.85	35.62	33.16	30.08	28.5	29.12	17.82	23.86	20.1	18.52	22.47	6.66	8.91	16.08	7.56	8.7	8.28	5.48	21.49	20.82	20.07	14.54
26.83	35.58	33.42	29.76	28.27	29.4	18.01	23.92	20.91	19.35	22.77	6.73	9.28	16.33	7.87	8.96	7.89	5.8	21.43	20.63	20.43	14.63
26.6	34.68	33.13	30.08	27.49	28.87	17.75	23.73	20.29	18.73	22.87	6.36	8.83	16.4	7.52	8.55	7.97	5.92	21.45	20.69	20.03	14.47
26.55	35.42	33.38	29.74	27.96	28.91	17.82	24.14	20.6	18.98	23.17	6.76	9.27	16.53	7.66	8.89	8.25	5.52	21.79	20.84	20.43	15.08
26.9	35.19	33.45	30.08	27.38	29.51	17.93	23.85	20.67	19.12	22.98	6.71	9	16.66	7.72	8.68	8.13	5.97	22.01	21.41	20.4	14.39
26.46	34.79	33.29	29.99	27.78	28.66	18.02	23.82	20.57	19.17	23.24	6.81	9.68	16.83	7.69	9.25	8.09	6.22	21.78	21.34	20.53	14.72
26.38	35.05	33.66	30.13	27.42	29.42	17.85	23.98	20.92	19.52	23.12	7.07	9.74	16.74	7.92	8.94	8.41	6.15	22.45	20.89	20.93	14.77
26.32	34.86	33.22	29.41	27.52	29.01	17.88	23.86	20.81	19.47	23.18	6.67	9.29	16.39	7.83	8.9	8.25	5.81	22.62	21.09	20.37	14.96
27.05	34.97	33.36	30.25	28.59	29.77	18.33	23.64	21.51	20.05	23.63	7.02	9.74	16.37	8.14	9.02	8.45	6.3	23.01	21.9	20.9	14.5
26.98	35.38	32.76	30.52	29.73	30.17	18.88	23.98	21.49	20.43	23.44	7.33	9.97	16.53	7.78	9.15	8.34	6.18	23.88	21.9	21.61	14.93
26.74	35.28	32.53	30.4	29.67	29.6	18.66	23.79	21.51	20.24	23.7	6.92	9.83	16.62	7.44	8.78	8.33	5.91	24.06	21.7	21.28	15.11
26.98	35.47	33.72	30.81	29.85	30.1	18.78	24.02	22.2	20.87	24.52	7.14	10.18	16.67	8.01	9.14	8.98	6.44	24.92	22.28	21.74	15.73
26.73	35.19	33.19	29.98	30.2	29.69	18.43	23.85	22.09	21.01	24.02	7.79	10.57	16.61	8.22	9.12	8.74	6.28	25.18	22.67	21.51	15.57
26.53	35.69	32.72	30.43	29.89	29.9	18.88	23.54	22.15	21.27	24.48	7.34	10.24	16.72	8.24	9.57	9.11	6.28	24.99	22.74	21.59	15.42
26.28	35	32.53	30.07	29.67	29.61	18.53	23.91	21.96	20.86	24.23	7.44	10.1	17.07	8.22	9.7	9.08	6.26	25.4	22.83	22.36	15.7
26.28	35.83	33.16	30.22	29.99	29.59	18.37	23.29	22.03	21.06	24.74	7.28	10.43	17.38	8.04	9.64	8.51	6.48	25.61	22.86	22.19	16.22
25.82	35.03	33.28	29.87	28.86	29.23	18.28	23.66	22.38	20.96	24.53	7.53	10.36	17.49	8.19	9.93	8.76	6.34	25.77	23.22	22.63	15.83
26.68	34.78	32.95	29.58	28.99	28.93	17.81	23.94	22	20.53	24.29	6.99	10.49	17.39	7.75	8.84	8.41	6.19	25.83	22.97	22.4	15.58
25.85	35.46	33.89	30.02	28.58	29.39	17.92	24.08	22.48	21.15	25.25	7.58	10.9	17.99	8.6	9.89	8.83	6.69	25.84	23.68	23.15	16.02
25.95	34.97	33.9	30.22	28.26	29.28	17.76	23.99	22.26	20.67	25.58	7.94	10.62	18.05	8.37	10.04	8.89	7	25.37	23.68	23.08	16.07
25.83	35.08	33.16	29.36	27.68	28.93	17.37	23.39	21.75	20.78	24.86	7.91	10.36	17.98	7.93	9.67	8.4	6.44	25.29	23.41	22.63	15.97
25.57	34.49	33.21	29.61	27.48	28.77	17.81	23.36	22.09	20.84	24.7	7.27	10.69	17.44	7.93	9.49	8.65	6.65	25.72	23.55	22.8	16.2
25.95	34.52	32.86	30.04	28.29	29.09	17.8	23.63	22.29	21.46	24.6	7.51	10.52	17.24	8.24	9.34	8.69	6.36	25.73	24.05	22.51	16.04
26.17	35.13	33.88	30.58	29.28	30.32	18.34	23.93	23.01	22.1	25.67	7.99	11.42	18	8.76	10.33	9.39	7.1	27.69	24.92	23.57	16.87
25.83	34.99	32.95	30.04	29.34	29.13	18.34	23.5	23.25	21.94	25.49	8.12	11.23	16.96	8.38	9.91	9.18	6.89	26.88	24.21	23.29	16.47
26.13	35.18	33.31	30.04	29.95	29.75	18.26	24.02	23.27	22.63	25.62	8.19	11.3	17.72	8.67	9.9	9.56	7.41	28.27	24.69	23.58	17.14
25.47	34.73	32.46	30.29	29.62	29.98	18.46	23.5	23.02	22.92	25.27	8.27	11.26	17.89	8	9.86	8.79	7.3	28.76	24.75	23.72	16.74
25.93	35.05	33.1	30.65	30.23	29.71	18.36	24.09	23.79	22.65	25.99	8.31	11.53	17.47	8.58	9.97	9.29	7.25	28.97	25.17	23.84	16.77
26.22	34.84	33.51	30.21	30.43	29.63	18.66	24.26	23.46	22.71	26.62	8.28	11.51	18.17	8.44	10.19	9.45	7.36	29.28	25.68	24.48	17.15
25.24	35	33.01	29.88	29.89	29.3	18.53	23.63	23.78	22.81	26.06	8.07	11.42	17.71	8.88	10.03	9.25	6.7	29.12	25.29	23.55	16.95
25.3	35.62	33.33	30.06	30.7	29.36	18.67	23.97	24.02	22.88	26.44	7.91	11.96	18.25	8.8	10.21	9.33	6.98	29.73	26.09	24.75	17.46
24.91	34.45	33.04	29.79	29.95	29.69	18.39	23.37	23.67	23.27	26.39	8.74	12.34	18.66	8.26	10.03	9.61	6.97	29.63	26.02	24.48	17.16
26.41	35.9	33.91	30.62	30.66	29.86	18.58	24.39	24.16	23.36	27.39	9.02	12.35	18.47	8.47	11.11	9.84	7.28	30.22	26.69	25.27	17.61
25.37	34.71	33.44	30.83	30.06	30.27	18.39	23.57	24.92	23.8	26.73	9.25	12.1	18.1	8.74	10.42	9.79	6.92	30.66	26.56	25.71	17.17
25.05	34.71	33.29	29.97	30.26	28.89	18.58	23.5	23.98	23.79	26.19	8.49	12.12	17.69	8.64	10.34	9.43	6.98	30.69	26.11	25.11	17.54
25.76	35.26	33.79	29.88	30.76	29.73	19.05	24.19	24.13	24	27.66	9.19	12.06	18.72	9.24	10.8	9.56	7.74	31.49	27.29	25.31	18
25.64	34.58	32.88	29.94	30.77	29.18	18.73	23.9	24.56	24.01	26.75	8.93	12.55	18.78	9.05	10.95	10.23	7.52	31.16	26.88	25.61	17.8
25.6	34.3	33.43	30.29	30.28	28.97	18.29	23.44	24.05	23.13	26.59	8.72	13.13	18.91	8.68	10.6	10.13	7.58	32.41	27.07	25.58	17.78
24.73	35	32.28	30.14	30.3	29.39	18.22	24.25	23.8	24.24	27.26	9.3	12.6	18.57	9.41	11.16	9.9	7.35	31.38	26.62	25.53	17.43
24.41	34.11	32.28	30.7	30.39	29.52	18.36	23.17	24.01	23.53	27.1	8.65	12.38	18.35	8.72	10.51	9.34	7.05	32.17	26.97	25.02	17.7
24.73	34.74	33.21	30.38	30.34	29.15	18.47	23.84	25.26	24.51	27.63	8.89	12.95	19.02	9.07	11.19	9.4	7.43	32.41	27.4	26.6	17.66
25.14	34.89	32.78	29.96	30.31	29.18	18.62	24.15	24.67	24.25	27.73	9.33	13.44	18.97	9.31	11.04	10.33	7.85	32.32	28.02	26.02	18.15
25.11	34.8	33.11	30.03	30.13	28.96	18.41	23.68	24.78	23.94	27.61	9.26	13.14	18.71	8.92	11	9.67	7.52	32.77	27.83	26.73	18.16
25.36	34.72	33.18	30.07	30.87	28.81	18.91	23.63	25.22	25.21	27.45	9.33	13.25	19.04	9.57	10.78	10.17	7.83	33.05	27.52	25.91	18.11
24.28	34.34	33.16	30.3	30.22	29.01	18.4	23.41	25.38	25	27.31	9.61	13.08	18.33	8.46	10.98	9.61	7.31	32.7	27.5	26.75	17.93
24.35	34.1	32.59	29.69	29.92	29.06	17.31	23.32	24.07	24.56	27.39	8.83	12.97	18.38	8.41	10.49	9.52	7.66	32.48	27.08	26.05	17.98
24.59	34.64	33.35	30.54	30.73	29.27	18.36	23.53	24.61	24.59	28.01	9.72	13.6	18.86	9.34	11.49	9.81	8.47	33.01	28.1	26.79	18.26
24.54	34.58	33.13	31.25	30.49	28.86	18.11	23.77	25.19	25.09	27.9	9.77	13.35	19.13	9.09	10.99	10.19	8.28	33.46	28.47	26.66	18.61
24.5	34.64	32.7	30.67	30.85	29.42	18.44	23.94	25.12	24.81	28.64	9.69	13.38	19.6	8.98	11.15	9.43	7.64	34.37	28.16	27.03	18.98
24.39	34.46	33.04	30.28	30.73	29.59	18.38	24.43	25.47	25.29	28.9	9.73	13.48	19.72	9.34	11.39	10.21	8.14	34.41	28.28	26.87	19.05
24.17	34.41	32.98	30.61	30.34	28.99	18.32	23.66	24.76	24.74	28.13	9.69	13.31	18.94	9.37	11.08	9.45	8.24	34.11	28.67	26.52	18.46
23.96	34.45	33.08	29.62	29.74	28.65	17.94	23.47	24.93	24.86	28.6	9.68	13.79	19.29	9.22	10.58	9.88	7.63	34.14	28.13	26.64	18.61
24.41	34.61	33.39	29.7	30.77	28.66	18.31	23.11	25.32	25.42	26.95	9.46	13.37	19.31	9.04	11.14	9.88	8.12	33.96	28.28	26.92	19.18
24.02	33.47	32.3	29.8	30.54	28.38	18.25	23.15	24.39	24.78	27.55	9.06	12.61	18.87	8.29	10.74	9.2	7.5	33.95	28.55	27.21	18.05
24.19	34.49	33.66	29.73	30.49	29.16	18.55	23.25	25.73	25.49	28.45	10.52	14.17	19.49	9.73	11.97	10.46	8.37	34.68	29.58	27.14	19.06
24.23	34.41	33.34	30.45	31.13	29.14	18.74	23.85	25.37	26.2	28.51	9.99	13.51	19.21	9.48	11.72	10.23	7.86	35.33	28.85	27.73	18.93
24.27	34.75	32.35	30.16	30.73	29.44	18.74	23.32	24.9	25.18	29.22	9.76	14.21	20.21	9.15	10.92	10.2	8.23	35.16	29.38	27.88	19.15
23.37	34.79	32.4	29.68	29.67	29.29	18.22	23.61	25.28	24.96	29.18	9.77	13.79	19.68	9.25	11.09	9.86	7.8	34.93	29.67	26.98	18.66
24.28	34.75	33.35	29.9	30.39	29.39	18.2	23.42	25.4	25.35	29.11	9.52	14.44	19.55	8.91	12.08	10.25	8.18	35.39	29.82	28.06	19.57
24.4	34.72	33.06	30.02	31.28	29.71	18.24	23.27	25.7	25.87	28.66	10.42	14.34	20.31	9.23	11.43	10.32	8.27	35.45	29.29	28.25	19.78
24.03	34.16	32.71	30.05	30.03	29.24	17.76	23.12	24.65	25.37	29.14	10.06	13.93	18.58	9.08	11.67	9.58	7.74	34.7	29.46	27.53	19.02
23.87	34.07	33.09	29.83	30.84	29.32	18.14	23.49	25.32	25.72	29.2	9.85	14.21	19.69	9.09	11.75	10.51	8.21	36.3	29.4	28.35	19.17
23.61	34.49	32.7	30.02	30.89	28.44	18.87	23.84	26.24	25.39	28.63	10.3	14.35	19.63	9.34	11.39	10.08	8.49	36.14	29.22	28.57	20.06
23.74	33.96	33.3	29.69	30.22	28.27	18.3	23.54	26.3	25.84	28.7	10.18	14.4	19.6	9.22	11.46	10.34	8.39	36.34	29.61	27.34	19.25
24.36	34.65	32.89	29.56	30.72	29.15	18.17	23.11	25.78	25.22	28.88	10.24	14.44	19.14	9.21	11.32	10.05	8.08	35.87	29.35	28.07	19.14
23.82	34.48	33.49	29.86	30.4	28.83	17.85	24.04	26.22	26.36	28.99	10.37	14.28	20.01	9.14	11.77	10.47	8.44	36.29	29.9	28.76	19.87
23.65	34.2	32.74	30.12	30.21	29.02	17.98	23.91	25.99	26.65	29.48	10.43	14.95	19.8	9.91	11.81	10.28	8.94	36.55	30.09	28.27	19.95
23.22	33.67	32.21	29.29	29.5	28.43	17.37	23.44	25.19	25.41	29.41	9.96	14.04	19.69	8.89	11.21	9.48	8.22	36	29.37	27.91	19.21
23.73	34.06	33.15	29.27	29.69	28.85	17.86	23.43	25.84	24.93	29.31	10.84	14.9	19.86	9.61	11.61	10.04	7.98	35.4	30.1	28.54	20.13
23.05	33.92	33.3	29.17	29.08	28.67	17.84	23.3	25.58	26.1	29.32	10.81	14.74	20.35	9.38	12.21	10.38	8.46	35.81	30.52	28.81	19.92
23.19	34.32	33.48	29.5	28.75	28.52	17.58	23.88	25.69	25.34	29.31	10.12	14.68	20.34	9.13	11.94	10.04	8.92	35.03	30.12	29.15	19.69
23.74	33.49	34.2	29.61	28.38	28.49	17.51	23.48	25.88	24.99	29.18	10.6	14.87	20.21	9.17	12	10.08	8.68	35.26	30.3	29.12	19.73
23.29	34.33	33.54	29.61	29.45	28.49	17.38	23.41	25.34	25.17	28.93	10.47	14.51	20.53	9.18	11.82	10.38	8.77	35.25	30.35	28.73	19.49
23.02	34.28	32.65	29.77	28.6	28.59	17.86	23.14	25.3	25.58	28.44	10.31	14.37	19.9	8.93	11.49	9.6	8.11	35.58	29.72	28.89	19.42
23.67	34.19	33.32	29.87	30.09	29.42	18.52	24.19	26.3	26.34	29.23	10.78	14.93	20.1	9.24	11.58	10.7	8.62	36.49	30.11	29.28	20.01
23.43	34.31	33.06	29.62	29.72	28.55	17.74	23.65	25.58	26.13	29.79	9.99	15.08	19.84	8.97	11.98	10.08	8.41	36.01	30.36	28.99	19.61
23.54	33.46	32.95	29.98	29.74	28.65	18.24	23.3	26.03	26.23	28.72	10.18	15.06	19.87	9.19	12.12	10.05	8.92	36.75	30.44	29.13	19.82
23.54	34.11	32.57	28.95	30.11	28.94	18.7	23.55	25.72	26.2	29.39	10.51	15.03	19.65	9.46	11.99	9.99	8.8	36.88	30.32	28.62	19.99
23.52	34.05	33.46	29.83	30.49	28.88	18.02	23.15	25.95	26.51	29.17	11.02	15.08	19.88	9.67	12.31	10.96	8.91	37.17	30.31	29.44	19.89
24.16	34.09	32.91	29.55	29.84	29.1	18.13	23.42	26.45	26.15	29.63	10.88	14.63	19.91	9.31	12.33	9.91	9.3	36.82	30.39	29.08	19.9
23.19	33.44	32.62	29.3	29.87	27.82	17.72	22.68	26.34	26.45	29.33	9.96	14.38	19.9	8.86	11.43	10.14	8.5	37.12	30.48	28.98	19.35
24.25	34.54	33.9	30.34	30.18	29.22	18.76	24.03	26.71	26.66	30.69	11.08	15.55	20.83	9.98	12.29	11.07	9.34	38.12	31.39	29.86	20.51
23.85	34.51	33.13	30.38	30.63	29.06	18.41	24	27.06	26.34	29.78	11.31	15.75	20.14	9.97	12.18	11.07	9.14	37.54	31.15	28.67	20.57
23.73	34.36	34.23	29.99	30.71	28.83	18.49	23.4	26.92	27.81	30.27	11.03	15.23	20.45	9.66	12.23	10.66	9.48	38.42	31.75	30.2	20.35
24.18	34.36	33.05	29.79	30.5	28.94	18.36	24	27.02	26.06	30.02	11.92	15.68	20.59	9.15	12.27	10.74	8.8	38.07	31.23	29.21	20.42
23.66	34.59	33.41	30.51	31.34	28.96	17.91	23.89	27.08	27.08	30.61	11.13	15.31	20.27	9.37	12.17	10.31	9.33	38.64	31.52	29.28	19.96
23.6	34.92	33.79	30.09	31.12	29.67	18.51	24.03	27.38	27.3	30.36	10.98	15.33	20.71	9.85	12.56	10.93	9.91	38.94	31.54	30.91	20.69
24.24	34.11	34.19	30.44	31.13	29.82	18.16	23.93	27.34	27.3	30.6	10.67	14.73	20.4	9.85	11.84	10.47	8.79	38.8	31.84	30.04	20.59
24.22	35	33.15	30.44	30.63	28.65	18.7	24.08	27.06	26.65	30	11.12	15.9	20.57	9.63	12.29	10.78	8.86	39.96	32.28	29.88	20.37
23.1	34.08	33.16	30.16	30.29	29.66	17.88	23.61	26.82	27.07	30.4	11.1	15.69	20.67	9.54	11.79	10.66	9.07	38.32	31.53	30.08	20.56
23.57	34.72	33.22	29.98	30.49	29.56	18.71	24.44	27.54	27.78	30.85	11.33	15.94	20.95	9.99	12.25	10.78	9.44	38.68	31.71	31.78	21.03
23.47	34.54	33.33	29.79	29.98	29.17	18.12	23.97	27.12	27.38	30.82	11.76	15.37	20.71	9.61	12.52	10.62	8.89	39.3	32.04	30.91	21.14
23.25	34.51	33.13	29.96	29.7	29.04	18.04	23.42	26.21	26.76	29.99	11.08	15	20.51	9.75	12.21	10.56	8.85	38.54	31.82	30.65	20.33
22.93	33.73	33.09	29.52	28.91	28.13	17.06	23.71	26.17	27.01	29.93	10.82	15.18	20.72	9.75	12.06	10.72	8.69	38.85	31.8	30.41	20.33
23.13	34.63	33.16	30.23	29.79	28.38	17.98	23.61	27.02	27.29	30.11	11.06	15.38	20.96	9.55	12.32	10.21	9.52	37.89	31.41	30.18	20.22
23.12	34.25	33.18	29.56	30.33	29.16	18.22	23.41	26.49	27.37	29.86	10.86	15.25	20.89	9.29	12.62	10.14	9.32	38.44	30.84	30.47	20.15
23.49	34.4	33.67	30.17	30.08	29.38	18.95	23.71	27.43	27.75	31.25	10.86	15.98	20.42	9.06	12.44	10.95	9.29	39.55	32.04	30.55	20.34
23.46	34.81	33.66	29.87	30.97	29.2	19.04	23.8	27.49	27.52	30.43	11.87	16.62	20.84	9.59	13.32	10.97	9.57	39.97	31.94	30.81	20.49
23.34	34.51	33.68	30.85	30.87	29.47	18.52	23.49	27.84	27.92	31.31	11.74	15.95	20.84	9.99	13.11	11.09	9.14	40	32.49	30.95	20.95
23.16	34.5	34.27	29.28	29.67	29.05	17.89	23.08	27.14	27.16	30.6	11.19	15.62	20.02	9.06	11.79	11.03	9.31	39.23	32.6	30.51	20.66
23.56	35.16	33.44	29.8	31.03	29.08	18.5	22.96	27.42	27.81	31.43	11.07	16.63	21.56	9.88	12.51	11.01	9.56	39.92	32.99	31.86	20.19
23.85	34.73	33.66	30.06	30.12	29	17.83	24.56	27.25	28.13	30.76	11.67	16.21	21.09	10.16	13.1	11.46	9.3	40.91	32.28	31.11	21.11
23.62	34.58	33.41	30	30.08	29.21	18	23.47	26.97	27.76	31.15	11.37	15.83	20.59	10.18	12.24	10.56	9.42	39.96	32.31	30.68	20.58
22.68	34.52	34.04	29.48	30.11	28.57	17.7	23.1	27.48	27.57	30.89	11.59	15.68	20.84	9.73	11.92	10.54	9.02	40.03	32.88	31.66	20.63
22.83	34.94	32.73	29.88	29.95	28.37	17.89	24.24	27.48	27.26	30.87	11.07	16.2	20.97	9.16	12.83	11.65	8.92	40.47	32.23	31.33	20.73
23.39	34.04	32.54	29.97	30.61	28.64	18.33	23.92	27.79	28.09	31.11	11.26	15.72	20.49	9.88	12.49	10.93	9.61	41.07	32.93	32.24	20.99
22.62	33.92	32.97	30.4	30.64	29.12	17.9	23.02	27.51	28.07	31.24	11.58	16.07	21.31	9.23	12.99	10.72	8.64	41.41	33.32	31.75	20.63
22.68	34.42	33.38	31.01	30.58	29.03	17.99	23.82	28.27	27.98	31.9	11.99	16.62	20.89	9.78	12.16	11.24	9.7	42.31	33.78	32.15	21.38
23.15	34.81	33.15	30.01	31.24	28.72	18.15	23.76	28.01	27.57	30.66	11.52	16.84	21.48	9.9	12.92	11.57	9.75	41.06	33.02	32.16	20.85
22.51	33.6	33.75	29.97	30.66	29.75	17.56	24.2	28.13	28.78	31.6	12.05	16.37	20.49	10.61	13.23	11.42	9.24	42.03	33.05	31.52	21.29
22.03	34.51	33.32	30.25	30.36	29.15	18.13	23.25	28.51	28.65	31.17	11.79	16.66	20.98	10.08	12.29	11.41	9.77	42.24	32.32	31.47	21.26
22.65	34.12	33.66	30.06	30.61	29.12	18.34	23.04	28.32	28.35	31.05	12.07	15.99	21.38	9.72	12.9	11.21	10.35	42.3	33.87	31.51	21.12
22.84	34.21	32.72	29.36	31.53	28.45	17.54	23.98	28.21	28.38	31.47	11.47	17.05	21.01	10.11	12.56	11.23	9.6	41.76	33.12	32.3	20.86
22.35	33.92	32.54	29.68	31.48	27.92	17.9	23.03	28.18	28.23	31.75	12.13	16.33	21.29	9.85	12.64	10.91	9.78	41.98	34.1	32.31	21.08
22.08	35.07	33.81	30.02	30.88	29.04	18.23	23.21	29.03	28.91	32.83	11.92	16.72	21.39	9.85	13.06	11	9.49	42.85	34.19	32.53	21.2
22.54	34.45	33.98	30.43	31.3	29.36	17.52	24	28.62	28.86	31.65	12	17.12	21.96	10.63	12.51	10.84	9.97	42.22	33.01	32.75	21.71
21.3	33.26	33.04	29.51	31.43	28.69	18.09	23.47	28.01	29.13	31.21	11.85	16.28	21.81	9.14	13.15	10.45	10.07	42.46	33.25	31.38	20.92
21.78	34.34	33.7	29.72	31.34	28.9	18.47	23.92	28.97	28.87	32.06	11.89	17.38	21.49	9.52	12.9	10.84	10.17	43.56	34.85	32.88	22.03
21.9	34.49	33.25	29.54	30.86	29.43	17.91	24.12	29.32	29.71	33.26	13.03	17.24	22.49	10.69	13.47	12.14	9.63	43.64	34.68	33.3	22.03
21.05	33.29	32.95	29.91	30.69	27.61	17.24	22.81	28.57	28.42	31.7	12.12	17.06	20.92	9.44	12.29	10.82	9.34	42.36	33.96	31.89	20.79
21.7	34.47	33.26	29.68	31.24	28.58	18.71	23.32	29.05	29.14	32.01	12.51	17.25	22.27	10.28	13.16	12.22	10.14	44.62	34.52	33.33	21.97
21.73	34.15	32.55	29.78	30.76	28.56	18.8	22.94	29.06	29	32.98	11.51	16.99	21.54	9.92	13.33	10.71	9.63	44.51	34.69	32.87	21.21
21.74	34.39	33.09	29.64	30.68	28.15	16.73	23.83	28.14	28.96	32.62	12.16	16.3	21.32	9.69	12.53	11.74	9.56	44.16	35.73	33.32	21.99
21.65	33.9	33.76	28.78	31.54	28.76	18.33	23.87	29.67	29.08	32.47	12.65	17.5	21.1	10.4	13.51	11.15	10.66	43.7	35.02	33.47	21.49
21.08	33.62	32.83	29.09	30.76	28.49	18.03	23.14	29.07	29.12	32.69	12.64	16.48	21.02	10.2	12.35	11.07	10.11	44.12	34.46	32.92	20.95
20.76	33.93	32.91	29.31	30.89	27.38	17.68	23.35	30.12	29.79	32.51	13.07	16.46	21.36	10.28	13.92	12.4	10.45	44.19	35.11	33.1	21.32
21.67	32.69	33.29	29.62	31.46	28.85	17.23	23.53	30.75	29.19	32.64	12.38	17.54	21.87	10.28	13.04	12.74	10.09	44.35	35.2	32.84	22.58
21.26	33.61	33.24	29.93	30.93	29.35	18.18	23.35	30.24	29.95	32.41	13.16	17.8	22.01	9.91	12.73	11.93	10.8	45.46	34.72	33.74	21.79
20.57	33.49	33.44	29.95	31.1	28.08	17.95	23.51	29.99	30.48	33.54	12.64	17.42	22.18	10.63	13.35	11.87	10.61	44.92	35.59	33.39	21.98
20.34	33.7	34.31	29.66	31.3	29.05	18.28	23.72	29.91	30.52	33.43	13.49	17.07	21.63	10.72	13.57	12.59	10.18	46.23	35.22	33.85	21.68
