"Campanula_persicifolia_I__P_1"	"Campanula_persicifolia_I__P_2"	"Convolvulus_sepium_I__Pr_1"	"Convolvulus_sepium_I__P_2"	"Convolvulus_sepium_I__Pr_3"	"Convolvulus_sepium_I__P_4"	"Helminthia_echioides_I__P_1"	"Helminthia_echioides_I__P_2"	"Mentha_suaveolens_I__P_1"	"Mentha_suaveolens_I__P_2"	"Mentha_suaveolens_I__P_3"	"Mentha_suaveolens_I__P_4"	"Filipendula_ulmaria_I__P_1"	"Filipendula_ulmaria_I__P_2"	"Filipendula_ulmaria_I__P_3"	"Filipendula_ulmaria_I__P_4"	"Spiraea_japonica_I__P_1"	"Spiraea_japonica_I__P_2"	"Spiraea_japonica_I__P_3"	"Spiraea_japonica_I__P_4"	"Anthriscus_sylvestris_I__P_1"	"Anthriscus_sylvestris_I__P_2"	"Anthriscus_sylvestris_I__P_3"	"Anthriscus_sylvestris_I__P_4"	"Anthriscus_sylvestris_I__P_5"	"Impatiens_glandulifera_I__Lr_1"	"Impatiens_glandulifera_I__Er_2"	"Impatiens_glandulifera_I__Lr_3"	"Impatiens_glandulifera_I__Er_4"	"Impatiens_glandulifera_I__Lb_5"	"Impatiens_glandulifera_I__Eb_6"	"Eupatorium_cannabinum_I__P_1"	"Eupatorium_cannabinum_I__P_2"	"Geranium_robertianum_I__P_1"	"Geranium_robertianum_I__P_2"	"Geranium_robertianum_I__P_3"	"Geranium_robertianum_I__P_4"	"Hypericum_perforatum_I__P_1"	"Hypericum_perforatum_I__P_2"	"Lotus_corniculatus_I__P_1"	"Lotus_corniculatus_I__P_2"	"Lotus_corniculatus_I__P_3"	"Reynoutria_japonica_I__P_1"	"Reynoutria_japonica_I__P_2"	"Buddleja_davidii_I__P_1"	"Buddleja_davidii_I__P_2"
68.82	62.16	32.07	28.09	29.55	29.23	7.09	1.11	5.93	8.46	15.08	20.85	2.24	3.78	4.25	2.04	15.44	5.52	6.69	15.21	19.43	1.03	2.65	23.31	4.01	17.85	64.24	47.44	35.24	31.94	85.54	11.75	3.28	37.56	72.03	4.91	130.18	15.04	15.22	6.91	1.57	3.75	21.53	27.82	41.58	10.47
68.7	61.93	32.73	28.96	30.26	29.96	7.07	1.1	6.06	8.73	15.35	21.11	2.31	3.92	4.5	2.1	16.06	5.74	7.04	15.65	20.2	1.14	2.78	24.28	4.19	17.96	64.49	47.67	35.63	31.9	85.92	12.01	3.37	37.9	72.69	4.95	131.3	15.02	15.12	6.86	1.61	3.81	22.33	28.62	42.51	11.04
68.8	62.3	33.41	29.82	31.09	30.46	7.08	1.15	6.13	8.75	15.5	21.11	2.48	4.01	4.54	2.14	16.43	5.94	7.41	16.11	20.97	1.11	2.8	25.41	4.29	18.26	65.07	48	35.93	32.27	86.76	12.2	3.49	38.43	74.04	4.96	132.94	14.93	15.04	6.94	1.62	3.78	23.06	29.31	43.42	11.41
68.97	62.29	34.36	30.62	31.77	31.08	7.14	1.08	6.09	8.92	15.69	21.25	2.51	4.07	4.68	2.18	16.83	6.01	7.74	16.57	21.44	1.1	2.79	26.03	4.42	18.36	65.31	48.46	36.23	32.5	87.23	12.18	3.52	38.79	74.49	4.96	133.35	14.81	14.86	6.9	1.57	3.8	23.93	30.11	44.37	11.74
69.28	62.66	35.39	31.7	32.68	32.07	7.12	1.11	6.21	9.16	15.88	21.71	2.55	4.2	4.81	2.2	17.21	6.29	8.09	17.02	22.09	1.1	2.89	27.16	4.61	18.62	65.88	49.05	36.62	32.8	88.36	12.34	3.59	39.22	74.96	5.12	134.03	14.85	14.87	6.84	1.63	3.77	24.54	30.97	45.12	12.29
69.19	62.49	35.68	32.24	33.18	32.24	6.99	1.01	6.18	9.05	15.78	21.28	2.54	4.18	4.79	2.15	17.36	6.27	8.31	17.11	22.31	1.01	2.8	27.62	4.67	18.36	65.74	48.68	36.39	32.48	87.87	12.27	3.48	39.02	75.09	4.9	132.4	14.51	14.42	6.67	1.49	3.69	24.9	31.49	45.31	12.4
69	62.57	36.6	32.93	33.86	32.91	6.88	0.99	6.21	9.06	15.84	21.29	2.66	4.24	4.97	2.14	17.6	6.4	8.57	17.33	22.78	1.02	2.84	28.43	4.81	18.44	65.59	48.49	36.35	32.32	87.38	12.42	3.59	38.98	74.73	4.94	131.87	14.33	14.26	6.63	1.53	3.66	25.43	31.7	45.5	12.61
68.93	62.16	36.95	33.42	34.3	33.27	6.87	0.95	6.17	9.02	15.78	21.21	2.69	4.32	5.02	2.23	17.8	6.52	8.81	17.61	23.24	0.99	2.84	29.08	4.85	18.35	64.94	47.89	36.17	32.06	86.85	12.38	3.52	38.69	74.04	4.89	130.46	13.94	13.98	6.52	1.54	3.62	25.8	31.86	45.49	13.01
69.17	62.52	37.77	34.36	34.94	33.93	6.94	0.96	6.23	9.12	15.97	21.38	2.79	4.46	5.18	2.21	18.23	6.66	9.16	18	23.81	0.96	2.84	30.03	4.9	18.49	64.8	48.09	36.27	32.2	86.36	12.55	3.55	38.96	74.03	4.93	130.86	13.97	13.82	6.47	1.49	3.54	26.32	32.42	45.72	13.33
69.21	62.61	38.37	35.13	35.54	34.2	6.85	1	6.25	9.25	16.19	21.4	2.93	4.64	5.31	2.34	18.58	6.87	9.63	18.55	24.75	1.01	2.97	31.15	5.06	18.6	64.94	48.13	36.28	31.98	86.18	12.75	3.68	39.2	73.85	4.99	132.17	13.83	13.69	6.61	1.53	3.59	27.17	32.81	46.52	13.69
69.41	62.69	39.11	36.03	36.25	34.83	6.96	1	6.3	9.35	16.32	21.61	3.05	4.84	5.43	2.39	19.14	7.07	10.03	19.01	25.68	0.96	2.96	32.63	5.2	18.84	64.92	48.17	36.6	32.4	86.48	12.88	3.72	39.42	74.14	4.93	133.73	13.84	13.68	6.53	1.49	3.55	28.15	33.61	47.37	14.27
69.37	62.89	39.97	37.02	36.85	35.41	7	0.99	6.23	9.45	16.59	21.72	3.25	5.05	5.68	2.45	19.68	7.28	10.43	19.48	26.74	0.98	3.08	33.98	5.35	19.03	65.31	48.35	36.86	32.45	86.93	13.07	3.87	39.7	74.55	5.09	134.93	13.82	13.61	6.71	1.57	3.58	29.12	34.37	48.16	14.85
69.28	62.74	40.45	37.66	37.66	36	6.94	0.97	6.38	9.55	16.67	21.79	3.45	5.28	5.84	2.57	20.08	7.55	10.99	19.94	27.36	1.04	3.11	34.98	5.52	19.2	65.11	48.35	36.85	32.45	87.06	13.22	3.97	39.93	74.88	4.99	135.46	13.64	13.54	6.64	1.58	3.58	29.72	35.08	48.78	15.2
69.48	62.8	41.43	38.62	38.44	36.44	6.94	0.97	6.39	9.71	16.85	22	3.55	5.51	5.99	2.66	20.42	7.7	11.46	20.38	28.19	0.99	3.13	36.42	5.66	19.21	65.6	48.68	36.98	32.63	87.44	13.41	4.01	39.91	75.3	5.1	136.96	13.63	13.52	6.67	1.56	3.55	30.62	35.99	49.63	15.81
69.44	62.86	42.01	39.41	39.09	37.31	6.98	0.99	6.38	9.67	16.95	22.15	3.72	5.69	6.16	2.74	20.92	7.96	11.86	21.06	29.16	1.02	3.19	37.73	5.88	19.4	65.55	48.78	37.18	32.54	87.53	13.52	4.05	40.35	75.41	5.12	137.46	13.54	13.39	6.72	1.5	3.61	31.51	36.61	50.14	16.24
69.55	62.65	42.51	40.41	39.86	37.81	6.91	0.98	6.35	9.77	17.1	22.13	3.83	5.85	6.33	2.79	21.16	8.16	12.24	21.26	29.85	0.98	3.16	39.04	6	19.41	65.85	48.89	37.47	32.66	87.91	13.58	3.99	40.42	75.88	5.06	137.7	13.48	13.22	6.61	1.52	3.53	32.39	37.23	50.82	16.7
69.59	62.85	43.37	41.16	40.56	38.51	6.86	0.95	6.5	9.93	17.36	22.27	4.01	6.08	6.57	2.9	21.61	8.31	12.77	21.67	30.78	0.95	3.18	40.49	6.15	19.55	65.88	49.05	37.55	32.84	88.23	13.74	4.14	40.63	76.1	5.17	138.27	13.6	13.08	6.59	1.52	3.49	33.11	38.22	51.56	17.13
69.59	62.95	44	41.99	41.34	39.34	6.87	0.91	6.53	9.96	17.58	22.48	4.13	6.35	6.74	2.93	22.01	8.42	13.21	22.11	31.63	0.99	3.23	41.76	6.25	19.58	66.15	49.07	37.69	32.92	88.36	13.78	4.12	40.93	76.44	5.14	138.31	13.53	13.08	6.58	1.51	3.48	33.93	38.9	52.14	17.71
69.57	62.96	44.94	43.03	42	39.96	6.91	0.97	6.47	10.04	17.68	22.56	4.3	6.57	7.01	3.01	22.56	8.71	13.8	22.77	32.61	1.01	3.35	43.39	6.58	19.73	66.51	49.43	38.21	33.09	88.97	14.08	4.18	41.28	76.8	5.12	138.48	13.43	13.11	6.58	1.58	3.54	34.87	39.82	53.09	18.23
69.93	63.2	45.58	43.94	42.91	40.72	6.88	0.96	6.62	10.2	17.8	22.62	4.47	6.9	7.25	3.1	23.16	8.94	14.25	23.21	33.65	1.02	3.38	44.91	6.77	19.9	66.84	49.72	38.34	33.35	89.11	14.29	4.37	41.48	77.43	5.16	137.93	13.44	13.09	6.54	1.52	3.54	35.78	40.67	54.01	18.76
69.95	63.2	46.37	44.71	43.49	41.29	6.84	0.9	6.59	10.2	17.95	22.88	4.63	7.07	7.45	3.13	23.56	9.1	14.63	23.53	34.53	0.99	3.37	46.17	6.96	19.9	67.2	49.84	38.51	33.45	89.89	14.44	4.31	41.67	77.68	5.19	136.74	13.39	13	6.57	1.55	3.54	36.81	41.48	54.75	19.19
70.2	63.33	47.25	45.82	44.49	41.92	6.77	0.86	6.61	10.24	17.93	22.84	4.71	7.3	7.64	3.19	23.85	9.22	15.09	23.93	35.16	0.95	3.32	47.67	7.12	19.82	67.36	50	38.7	33.53	89.86	14.48	4.32	41.86	78.05	5.11	134.27	13.32	12.82	6.4	1.47	3.41	37.26	42.22	55.18	19.62
70.14	63.47	47.8	46.35	44.98	42.59	6.7	0.85	6.66	10.24	18.12	22.73	4.88	7.48	7.91	3.28	24.28	9.36	15.56	24.1	35.93	0.95	3.37	48.78	7.25	19.76	67.17	49.93	38.5	33.46	89.67	14.49	4.29	41.78	77.84	5.11	132.71	13.24	12.65	6.43	1.5	3.39	37.83	42.6	55.6	19.91
70.49	63.64	48.66	47.33	45.88	43.39	6.74	0.85	6.7	10.3	18.17	23.05	5.1	7.77	8.16	3.33	24.69	9.46	16.15	24.6	37.01	0.94	3.42	50.36	7.45	19.86	67.49	50.07	38.94	33.68	89.98	14.62	4.33	42.13	78.06	5.17	130.85	13.24	12.6	6.38	1.49	3.35	38.61	43.35	56.22	20.5
70.81	64.03	49.41	48.6	46.51	44.08	6.7	0.78	6.67	10.35	18.47	23.18	5.26	8.1	8.4	3.37	25.17	9.72	16.55	25.2	38.21	0.91	3.42	52.14	7.7	20.08	67.83	50.35	39.21	33.84	90.35	14.84	4.39	42.65	78.68	5.18	129.23	13.18	12.57	6.31	1.49	3.3	39.73	44.23	57.05	21.09
71.07	64.42	50.29	49.83	47.6	44.98	6.77	0.78	6.68	10.54	18.65	23.43	5.56	8.47	8.77	3.53	25.88	10	17.29	25.7	39.41	0.97	3.49	54.14	7.8	20.4	68.43	50.82	39.72	34.21	90.88	15.14	4.43	43.26	79.46	5.23	126.91	13.14	12.54	6.33	1.47	3.35	40.83	45.29	58.37	21.83
71.91	65.22	51.59	50.96	48.78	46.17	6.82	0.77	6.87	10.72	19.1	23.69	5.88	8.93	9.05	3.64	26.49	10.26	17.93	26.42	40.86	0.97	3.55	56.34	8.16	20.5	69.22	51.33	40.17	34.77	91.82	15.46	4.55	43.79	80.48	5.3	125.37	13.4	12.6	6.34	1.48	3.43	42.15	46.76	59.49	22.5
73.43	66.54	53.12	52.86	50.44	47.92	6.85	0.77	7.01	11.02	19.4	24.04	6.09	9.32	9.56	3.79	27.39	10.55	18.64	27.28	42.38	0.98	3.64	58.55	8.61	20.9	70.51	52.46	41.13	35.33	92.86	15.72	4.6	44.73	81.81	5.41	121.2	13.46	12.83	6.43	1.47	3.44	43.38	48.42	60.99	23.29
74.96	67.93	55.1	54.94	52.3	49.62	6.96	0.73	7.17	11.23	19.92	24.56	6.39	9.91	10.05	3.94	28.38	10.91	19.6	28.24	44.23	0.97	3.68	61.47	9.01	21.28	71.86	53.53	42.1	36.04	93.64	16.12	4.7	45.71	83.21	5.43	117.84	13.6	12.91	6.48	1.53	3.43	44.86	49.77	62.57	24.09
76.15	68.94	56.65	56.41	53.78	50.94	7.06	0.76	7.3	11.52	20.19	25.14	6.82	10.32	10.49	4.13	29	11.21	20.44	28.92	45.64	1.01	3.78	63.58	9.27	21.61	72.78	54.19	42.59	36.66	93.88	16.42	4.76	46.54	83.95	5.5	114.75	13.75	13.03	6.49	1.53	3.46	46.29	51.28	63.63	24.84
76.99	69.93	57.88	58.07	55.07	52.23	7.15	0.79	7.45	11.67	20.73	25.47	7.1	10.94	10.98	4.31	29.88	11.57	21.11	29.7	47.52	1.01	3.87	66.22	9.56	21.91	73.58	54.91	43.32	37.16	94.11	16.86	4.86	47.12	84.51	5.6	112.86	13.9	13.16	6.6	1.52	3.46	47.33	52.1	64.64	25.64
77.76	70.72	58.94	59.33	56.1	53.24	7.23	0.76	7.5	11.75	21.08	25.84	7.56	11.53	11.39	4.49	30.62	11.86	21.9	30.3	48.98	1.02	3.97	68.24	9.9	22.04	74.05	55.22	43.71	37.46	94.32	17.25	4.97	47.68	85.09	5.69	111.41	13.9	13.09	6.62	1.58	3.48	48.73	53.19	65.61	26.41
78.94	71.99	60.79	61.19	57.89	55.2	7.5	0.8	7.67	12.17	21.69	26.52	8.02	12.37	12.12	4.81	31.68	12.39	22.92	31.42	51.14	1.05	4.05	71.43	10.32	22.61	75.48	56.34	44.8	38.32	94.75	17.77	5.14	48.84	86.22	5.82	109.33	14.19	13.27	6.72	1.66	3.58	50.69	54.99	67.59	27.4
80.41	73.44	62.65	63.43	59.68	56.88	7.6	0.8	7.87	12.49	22.35	27.2	8.7	13.27	12.84	5.12	33.03	12.89	24.13	32.69	53.74	1.05	4.25	74.88	10.73	23.17	77.05	57.63	45.88	39.29	95.26	18.45	5.35	50.22	87.62	6.03	107.42	14.51	13.5	6.86	1.65	3.63	52.9	57.08	69.7	28.65
82.24	75.42	65.31	66.31	62.07	59.47	7.77	0.77	8.06	12.9	23.27	28.25	9.29	14.25	13.59	5.44	34.54	13.43	25.6	34.27	56.48	1.07	4.36	78.65	11.43	24.02	79.26	59.69	47.64	40.73	95.87	19.1	5.48	51.92	88.89	6.14	105.26	14.99	13.81	7.04	1.71	3.73	55.3	59.91	72.41	30.17
83.73	77.3	67.62	68.99	64.69	61.99	7.9	0.78	8.38	13.32	24.01	28.93	9.89	15.2	14.47	5.77	35.92	14.01	26.76	35.65	59.01	1.07	4.49	81.42	12.13	24.57	80.76	61.33	49	41.96	96.04	19.61	5.64	53.48	89.57	6.33	102.89	15.35	14.15	7.16	1.72	3.74	57.27	62.32	74.4	31.45
85	79.15	70.2	71.52	67.35	64.51	8.05	0.79	8.64	13.65	24.55	29.43	10.51	16.17	15.35	6.05	37.14	14.58	27.87	36.78	61.21	1.1	4.59	83.52	12.68	25.12	82.13	62.73	50.2	43.07	96.08	20.13	5.77	54.7	89.76	6.4	100.98	15.47	14.3	7.27	1.75	3.85	58.86	64.24	75.71	32.5
85.99	80.38	72	73.42	68.94	66.14	8.23	0.81	8.87	13.94	25.01	30.09	11.09	17.04	15.96	6.37	37.98	14.89	28.95	37.71	62.95	1.15	4.75	85.11	13.08	25.4	82.66	63.35	50.8	43.55	96.17	20.42	5.87	55.24	89.89	6.5	100.68	15.67	14.47	7.37	1.74	3.89	60	65.07	76.32	33.16
85.93	80.39	72.03	73.93	69.2	66.39	8.23	0.79	8.79	13.95	25.07	30.01	11.58	17.71	16.29	6.68	38.29	15.07	29.23	38.04	64.05	1.12	4.79	86.22	13.11	25.32	82.2	62.63	50.38	43.03	96.01	20.56	5.9	54.92	89.67	6.54	100.67	15.34	14.16	7.32	1.7	3.88	60.54	64.76	76.16	33.34
83.67	77.83	69.08	71.4	66.42	63.53	7.98	0.77	8.27	13.23	24.08	28.68	11.61	17.89	15.95	6.62	36.77	14.68	28.49	36.53	62.79	1.05	4.66	85.42	12.48	24.17	79.27	59.44	47.9	40.72	94.46	19.73	5.74	52.45	87.57	6.21	101.8	14.48	13.4	6.96	1.69	3.67	58.69	62	73.34	32.19
82.7	76.38	68.3	70.64	65.51	62.76	7.93	0.75	8.15	13.04	23.89	28.38	12.08	18.53	16.21	6.91	36.87	14.73	28.85	36.58	63.33	1.04	4.57	86.46	12.55	23.96	78.08	58.21	47.21	40.16	94.52	19.76	5.74	51.86	87.29	6.17	104.24	14.23	13.12	6.94	1.67	3.61	58.89	61.4	72.69	32.33
82.12	75.82	67.93	70.69	65.38	62.94	7.89	0.8	8.12	13.05	23.98	28.24	12.58	19.33	16.82	7.23	37.19	14.86	29.24	36.66	64.42	1.08	4.65	87.95	12.67	23.76	78.11	57.9	46.97	39.9	94.88	19.76	5.76	51.86	87.55	6.19	104.96	14.09	12.97	6.91	1.66	3.67	59.85	62.13	73.58	32.98
82.12	75.69	68.61	71.71	66.08	63.8	7.88	0.77	8.15	13.15	24.15	28.63	13.19	20.36	17.43	7.58	37.82	15.16	30.1	37.33	66.23	1.07	4.72	89.69	13.07	23.91	78.74	58.61	47.36	40.36	95.39	19.98	5.84	52.25	88.26	6.15	105.03	14.13	12.9	6.95	1.64	3.62	61.25	63.72	74.75	33.79
83.55	77.35	70.87	74.22	68.61	66.27	7.93	0.78	8.49	13.51	24.93	29.13	14.18	21.88	18.46	8.06	39.11	15.76	31.46	39.02	68.99	1.09	4.86	91.33	13.78	24.46	80.87	60.49	48.91	41.74	95.99	20.57	5.97	53.73	89.22	6.32	103.12	14.47	13.16	7.16	1.67	3.75	63.38	66.77	77.21	35.32
84.89	79.08	73.45	76.93	71.22	68.9	8.14	0.8	8.79	14.04	25.66	30.02	15.14	23.36	19.5	8.64	40.71	16.35	32.92	40.48	71.45	1.11	4.99	92.62	14.66	25.1	82.39	62.33	50.58	43.06	96.38	21.05	6.08	55.34	90.06	6.48	101.31	14.85	13.45	7.32	1.75	3.84	65.62	69.25	78.84	36.73
85.97	80.51	75.48	78.69	73.29	71.07	8.23	0.79	9.07	14.42	26.18	30.5	16.08	24.57	20.44	9.11	41.61	16.84	33.91	41.58	73.45	1.13	5.1	93.6	15.28	25.53	83.18	63.47	51.38	43.72	96.52	21.5	6.21	55.99	90.32	6.55	100.67	14.96	13.47	7.39	1.75	3.91	66.77	70.63	79.53	37.44
86.41	80.77	75.84	79.39	73.7	71.66	8.24	0.79	9	14.45	26.24	30.49	16.73	25.45	20.77	9.46	41.88	16.96	34.32	41.78	74.28	1.08	5.19	94.35	15.23	25.35	82.92	62.79	51.02	43.44	96.54	21.49	6.26	56.07	90.06	6.51	100.67	14.69	13.3	7.28	1.77	3.87	67.08	70.37	79.4	37.54
85.01	79.29	74.36	78.04	72.15	70.16	8.09	0.82	8.73	13.96	25.67	29.64	16.89	25.78	20.72	9.61	41.09	16.73	33.86	40.91	73.56	1.09	5.02	93.98	14.96	24.71	81.07	60.8	49.43	42.11	95.14	20.95	6.09	54.34	88.46	6.38	100.74	14.15	12.64	7.08	1.7	3.71	65.66	68.44	77.49	36.63
82.76	76.65	71.49	75.6	69.31	67.57	7.83	0.8	8.26	13.29	24.59	28.39	16.79	25.79	20.26	9.54	39.54	16.14	32.86	39.3	71.71	1.05	4.91	94.01	14.33	23.54	78.06	57.57	46.97	39.8	94.01	20.06	5.92	51.91	86.5	6.13	103.26	13.27	11.99	6.85	1.62	3.56	63.66	65.43	74.4	35.19
80.99	74.41	69.46	74.02	67.4	65.48	7.73	0.81	8.03	12.92	23.93	27.39	16.96	26.03	20.02	9.66	38.6	15.85	32.13	38.4	70.88	1.05	4.8	94.48	14	22.75	75.98	55.42	45.4	38.37	93.51	19.48	5.81	50.12	84.98	5.94	106.02	12.76	11.42	6.62	1.58	3.53	62.18	63.44	72.55	34.19
78.74	72.26	67.55	72.11	65.49	63.8	7.49	0.78	7.76	12.5	23.26	26.61	17.19	26.32	19.91	9.8	37.48	15.56	31.56	37.48	70.09	0.97	4.68	95.25	13.62	21.97	73.61	53.4	43.73	36.98	92.86	18.98	5.67	48.38	83.17	5.76	109.19	12.29	10.89	6.4	1.53	3.33	60.82	61.71	70.52	33.54
75.91	69.49	65.24	70.04	63.29	61.48	7.24	0.82	7.46	12.08	22.58	25.7	17.22	26.58	19.63	9.91	36.45	15.13	30.74	36.33	68.71	0.97	4.6	95.7	13.34	21.15	71.05	51.21	42.04	35.35	91.51	18.39	5.52	46.51	80.47	5.58	113.55	11.6	10.42	6.25	1.53	3.3	59.21	59.7	68.24	32.64
73.43	67.4	63.39	68.08	61.68	60.16	7.03	0.79	7.27	11.68	21.96	24.88	17.35	26.77	19.49	10.06	35.54	14.86	30.33	35.5	67.67	0.92	4.54	96.3	13.07	20.48	68.85	49.49	40.66	34.1	89.97	17.76	5.42	44.94	78.15	5.41	118.77	11.26	9.98	6.12	1.42	3.22	57.86	58.35	66.31	31.96
72.64	66.5	62.82	68.04	61.16	59.68	6.89	0.74	7.16	11.57	21.73	24.61	17.9	27.7	19.78	10.31	35.38	14.95	30.44	35.4	68.22	0.89	4.43	97.66	13.06	20.27	68.1	48.85	40.05	33.62	89.61	17.71	5.32	44.41	77.61	5.32	120.24	11.05	9.71	6.02	1.43	3.11	58.06	58.29	65.96	31.99
71.18	65.08	61.9	67.01	60.01	58.85	6.94	0.8	7.01	11.46	21.52	24.2	18.49	28.57	20.01	10.74	35.03	14.9	30.44	35.31	68.41	0.9	4.46	99.55	13.02	19.96	67.11	48.05	39.36	33.13	88.55	17.51	5.32	43.74	76.34	5.26	124.81	10.78	9.49	6	1.44	3.17	57.82	57.53	65.48	31.92
70.91	64.77	61.95	67.49	60.23	58.97	6.88	0.81	6.98	11.43	21.69	24.25	19.13	29.61	20.41	11.12	35.23	15.02	30.75	35.57	69.37	0.89	4.53	101.43	13.11	19.95	67.21	47.85	39.11	33.08	88.79	17.43	5.38	43.71	76.41	5.26	126.43	10.66	9.34	6.1	1.4	3.15	58.47	58.12	66.01	32.31
70.62	64.34	61.84	67.7	60.45	59.38	6.89	0.92	7.04	11.61	21.77	24.38	20.02	30.96	21.07	11.71	35.77	15.33	31.15	35.97	70.67	0.98	4.59	103.45	13.36	19.94	67.32	48	39.36	33.21	89.09	17.58	5.47	43.8	76.74	5.29	129.35	10.7	9.41	6.14	1.5	3.23	59.38	58.91	66.58	32.79
70.3	64.46	62.07	68.17	60.68	59.88	6.86	0.91	7.05	11.6	21.84	24.39	20.72	32.33	21.58	12.29	35.93	15.39	31.79	36.4	71.77	0.85	4.57	105.65	13.61	19.85	67.49	48.26	39.52	33.32	89.8	17.52	5.43	44.15	77.33	5.33	131.2	10.5	9.31	6.13	1.45	3.2	60.28	59.84	67.29	33.18
70.63	64.7	62.65	68.81	61.35	60.55	6.88	0.88	7.15	11.75	22.02	24.38	21.7	33.67	22.19	12.69	36.38	15.65	32.31	36.75	73.24	0.92	4.72	107.56	13.85	20.07	68.23	48.63	39.75	33.49	90.37	17.67	5.51	44.52	77.73	5.31	131.74	10.62	9.24	6.2	1.45	3.29	61.06	60.74	68.16	33.94
70.67	64.73	62.84	69.24	61.85	61.13	6.8	0.87	7.2	11.77	22.02	24.34	22.35	34.61	22.71	13.23	36.6	15.73	32.57	36.98	73.9	0.93	4.72	108.57	14.04	19.82	68.38	48.59	39.7	33.45	90.61	17.78	5.48	44.48	77.86	5.24	131.88	10.44	9.06	6.1	1.46	3.27	61.29	61.52	68.16	33.89
70.8	64.69	63.24	69.66	62.25	61.5	6.82	0.87	7.14	11.85	22.22	24.5	23.03	35.67	23.19	13.69	36.58	15.9	32.87	37.21	74.58	0.94	4.78	109.62	14.19	19.84	68.33	48.43	39.81	33.41	90.59	17.71	5.51	44.3	77.54	5.25	131.45	10.42	9.01	6.15	1.49	3.27	61.82	61.74	68.39	34.2
70.71	64.89	63.54	70.13	62.45	61.8	6.8	0.85	7.2	11.83	22.16	24.44	23.88	36.94	23.63	14.14	36.91	16.05	33.2	37.33	75.39	0.94	4.76	110.59	14.26	19.88	68.46	48.49	39.69	33.41	90.61	17.84	5.5	44.36	77.54	5.28	130.7	10.3	8.89	6.03	1.46	3.2	62.15	61.96	68.53	34.39
71.04	64.94	63.79	70.6	62.59	62.11	6.9	0.92	7.23	11.89	22.48	24.56	24.76	38.33	24.34	14.85	37.12	16.26	33.58	37.85	76.68	0.94	4.85	112.14	14.48	20.01	68.5	48.45	39.88	33.44	90.44	17.95	5.66	44.7	77.69	5.31	131.42	10.3	8.84	6.06	1.49	3.3	62.69	62.42	68.84	34.95
70.83	64.91	63.86	70.96	62.97	62.38	6.83	0.87	7.24	11.94	22.52	24.66	25.54	39.56	24.85	15.22	37.49	16.3	33.95	38.01	77.72	0.87	4.85	113.44	14.59	19.9	68.58	48.34	39.98	33.5	90.82	17.92	5.62	44.64	78.02	5.25	131.5	10.15	8.72	6.08	1.45	3.26	63.44	62.89	69.18	35.19
70.91	64.82	64.16	71.25	63.04	62.66	6.87	0.83	7.22	11.96	22.52	24.73	26.38	40.87	25.26	15.78	37.8	16.51	34.33	38.24	78.42	0.87	4.94	114.09	14.71	19.95	68.68	48.53	40.13	33.58	90.97	17.99	5.64	44.84	78.09	5.25	130.48	10.16	8.65	6.04	1.44	3.27	63.98	63.5	69.75	35.65
70.94	64.96	64.47	71.91	63.5	63.48	6.87	0.88	7.41	11.93	22.78	24.88	27.36	42.37	26.15	16.47	37.92	16.71	34.76	38.79	79.82	0.89	4.97	114.75	15	19.92	69.03	48.88	40.2	33.66	91.36	18.32	5.64	45.17	78.65	5.3	129.7	10.13	8.57	6.13	1.48	3.25	65.01	64.28	70.5	36.1
71.36	65.21	64.83	72.43	63.87	63.88	6.89	0.8	7.35	12.15	23.08	25.02	28.34	43.81	26.9	17.18	38.31	16.96	35.26	39.21	81.17	0.89	4.99	115.66	15.25	20.05	69.66	48.99	40.52	33.98	92.36	18.42	5.64	45.63	79.35	5.38	129.59	10.21	8.52	6.15	1.48	3.26	65.91	65.42	71.26	36.65
71.93	65.83	65.68	73.64	65.1	65.12	6.98	0.8	7.53	12.29	23.19	25.21	29.45	45.48	27.78	17.79	39.13	17.27	35.82	39.72	82.5	0.84	5.07	114.62	15.63	20.2	70.59	49.7	41.17	34.49	93.1	18.7	5.69	46.37	80.32	5.45	126.43	10.15	8.56	6.19	1.5	3.29	66.89	66.56	72.59	37.34
72.84	66.53	66.62	74.78	65.99	66.09	6.94	0.79	7.59	12.51	23.61	25.54	30.42	47.01	28.63	18.68	39.69	17.3	36.41	40.24	83.74	0.88	5.12	113.64	15.97	20.46	71.23	50.31	41.67	34.85	93.94	18.9	5.8	46.9	81.2	5.42	124.39	10.23	8.55	6.21	1.48	3.26	67.77	67.78	73.47	38.05
73.84	67.41	67.91	75.97	66.98	67.42	6.99	0.77	7.67	12.7	23.81	25.69	31.4	48.48	29.3	19.3	40.17	17.64	37.05	40.81	84.61	0.85	5.16	112.03	16.37	20.44	72.14	50.75	42.1	35.24	94.24	19.01	5.7	47.31	81.99	5.41	120.97	10.24	8.54	6.22	1.47	3.29	68.39	68.79	73.93	38.49
75.11	68.7	69.13	77.39	68.46	68.92	7.05	0.8	7.91	12.84	24.24	26.15	32.71	50.2	30.24	20.15	40.76	18	37.59	41.56	85.81	0.88	5.23	110.66	16.73	20.73	73.23	51.55	42.9	35.86	94.44	19.29	5.86	47.99	82.75	5.53	116.29	10.3	8.53	6.23	1.53	3.33	69.35	69.79	74.77	38.99
