"Senecio_inaequidens_E__P_1"	"Senecio_inaequidens_E__P_2"	"Senecio_inaequidens_E__P_3"	"Senecio_inaequidens_E__P_4"	"Origanum_vulgare_E__P_1"	"Origanum_vulgare_E__P_2"	"Origanum_vulgare_E__P_3"	"Origanum_vulgare_E__P_4"	"Reynoutria_japonica_E__P_1"	"Reynoutria_japonica_E__P_2"	"Reynoutria_japonica_E__P_3"	"Reynoutria_japonica_E__P_4"
53.13	103.63	50.41	78.2	31.52	65.55	16.28	48.32	28.9	45.81	57.68	35.91
52.93	103.25	50.35	77.87	31.87	65.63	16.36	48.19	28.68	45.96	57.16	35.44
53.02	103.9	50.31	78.21	31.96	66.2	16.66	48.58	28.86	46.36	57.27	35.53
53.39	103.83	50.15	77.76	31.82	65.84	16.44	48.42	28.75	46.27	57.51	35.35
53.44	103.39	50.46	78.04	31.72	66.24	16.68	48.37	28.81	46	57.6	35.41
53.34	103.45	50.34	77.76	31.66	65.68	16.66	48.33	28.89	46.16	57.55	35.3
53.19	103.11	49.71	78	31.71	66.13	16.98	48	28.73	45.73	57.01	35.16
53.69	103.77	50.58	79	32.33	66.35	16.91	48.32	28.79	46.4	57.85	35.48
53.25	103.93	50.39	77.96	32.47	66.39	16.92	48.51	28.56	45.88	58.02	35.88
53.24	104.44	50.59	78.97	32.4	66.6	16.79	48.29	29.09	46.35	58.29	35.94
53.59	104.88	50.81	79.17	32.65	66.73	16.84	47.99	29.04	46.52	58.43	36.21
53.31	104.55	50.58	78.39	32.5	66.27	17.19	48.09	29.09	46.24	58.5	36.31
53.61	104.52	50.74	78.77	32.9	67.1	17.2	48.19	28.89	46.05	58.65	36.22
53.79	105.13	50.31	78.92	33.06	66.9	17.11	48.35	28.78	46.21	58.98	36.27
53.58	104.72	50.53	78.93	33.01	67.13	17.14	48.11	28.94	46.25	58.62	36.38
53.63	104.9	50.66	78.74	33.08	67.12	17.3	48.32	28.84	46.21	58.41	35.87
53.53	104.16	50.17	78.37	33.12	67.06	17.26	47.64	28.91	46.36	58.21	35.59
53.87	104.08	50.54	78.35	33.18	67.25	17.41	48.09	29.16	46.18	57.84	34.73
53.68	104.21	50.61	78.25	33.19	67.6	17.43	47.87	29.01	46	57.23	34.62
53.74	104.26	50.54	78.11	33.24	67.2	17.69	47.82	29.13	45.94	57.46	34.79
53.67	104.24	50.65	78.53	33.54	67.41	17.74	47.93	29.17	46.09	57.53	35.05
53.93	104.85	50.97	79	33.5	67.48	17.84	48	29.12	46.5	58.02	35.04
54.09	104.83	50.73	79.1	33.83	68.15	18.03	48.22	29.03	46.45	58.23	35.61
54.14	105.03	50.62	78.74	33.85	67.56	17.91	48.03	29.18	45.87	57.68	35.48
54.18	104.42	50.55	78.18	33.72	67.61	18.33	47.97	29.44	46.12	57.2	34.7
53.68	103.34	50.38	77.68	33.49	67.4	18.48	47.55	28.81	45.55	55.83	33.54
53.77	103.53	50.34	77.8	33.27	67.4	18.6	47.38	28.9	45.52	55.29	32.77
54.3	103.8	50.53	78.41	33.64	68.03	18.72	47.75	29.08	45.96	56.27	33.36
54.23	104.66	50.84	79.09	34.21	67.92	18.64	47.94	29.17	46.28	57.12	34.23
53.88	105.35	51.02	79.35	34.63	68.02	18.62	48.25	29.51	47.17	58.74	35.73
54.25	106.85	51.32	80.55	35.04	68.71	18.56	48.52	29.52	47.53	60.2	37.02
54.36	107.81	51.23	80.97	35.57	69.22	18.73	48.72	29.97	47.85	60.64	37.36
54.27	107.44	51.55	80.8	36.06	69.56	18.74	48.83	29.99	47.48	61.04	37.54
54.25	107.2	51.73	80.66	36.15	69.36	18.77	48.2	29.86	46.97	60.78	37.23
54.06	106.9	51.6	80.8	36	69.6	18.93	47.99	29.87	47.21	60.53	36.8
54	106.47	51.33	79.68	35.97	69.64	18.84	47.78	29.57	46.43	59.8	36.08
54.51	106.74	51.72	80.41	36.48	69.54	19.42	48.14	29.95	46.79	59.92	36.23
54.03	106.01	51.47	79.76	36.35	69.82	19.02	47.93	29.81	46.37	59.26	35.5
54.11	105.69	51.29	79.67	36.05	69.57	19.22	47.51	29.52	46.21	58.83	35.29
54.29	106.34	51.68	80.69	37.08	70.61	19.63	47.72	29.91	46.29	59.74	35.81
54.22	106.34	51.7	79.62	36.55	70.48	19.7	47.53	29.61	46.58	59.74	35.42
54.11	105.9	51.08	79.4	36.52	70.03	19.42	47.34	29.58	45.97	59.13	35.18
54.22	105.53	50.99	78.84	36.67	70.22	19.75	47.42	29.59	45.99	58.9	34.37
54.59	105.41	51.14	78.74	36.44	70.09	19.88	47.21	29.66	45.52	58.37	34.05
54.39	105.27	51.2	78.63	36.41	70.49	20.13	47.12	29.3	45.8	57.72	33.53
54.2	104.71	50.96	77.87	36.57	69.83	20.26	47.04	29.62	45.69	56.86	33.08
54.43	105.03	51.12	78.81	37.09	70.67	20.23	47.4	29.6	45.78	57.41	33.34
54.28	105.08	51.11	78.78	36.91	70.51	20.52	47.3	29.5	45.97	57.38	33.68
54.65	105.42	51.19	78.5	36.96	70.8	20.59	47.57	29.83	46.21	57.11	33.61
54.72	105.07	50.87	78.36	37.11	71.04	20.68	47.42	29.48	45.81	56.84	33.39
54.37	105.73	51.23	78.85	37.31	70.99	20.76	47.51	29.64	46.16	57.51	33.67
54.74	107.29	51.48	79.57	37.75	71.47	20.71	47.58	29.86	46.94	58.61	34.81
54.56	107.5	51.43	79.84	37.85	71.69	20.62	47.45	30.05	47.1	59.73	35.87
54.57	108.87	51.47	80.64	38.62	72.15	20.58	47.56	30.61	47.94	60.45	36.78
55.02	108.56	52	80.21	39.08	72.53	20.52	47.77	30.38	47.41	61.19	37.04
54.61	108.6	51.45	80.6	39.09	72.68	20.42	47.73	30.46	47.18	61.32	36.88
54.84	108.31	51.69	80.27	39.42	72.57	20.86	47.56	30.33	47.25	61.03	37.22
55.14	108.44	51.95	79.88	39.46	73	20.91	47.21	30.4	46.8	60.82	36.33
54.54	107.51	51.69	79.28	39.42	72.48	20.88	47.18	30.29	46.74	60.19	35.87
54.55	107.32	51.88	79.28	39.25	73.08	20.9	46.69	30.34	46.57	59.91	35.37
54.93	107.02	51.37	78.74	39.53	73.29	21.11	47.11	30.29	46.15	59.33	34.89
54.42	105.89	50.94	77.27	39.05	72.37	21.36	46.66	29.76	45.26	58.27	33.62
54.41	105.12	50.82	77.06	39.18	72.62	21.2	45.87	29.59	44.94	56.72	32.66
54.18	104.51	50.71	76.43	38.54	71.82	21.61	46.24	29.3	44.77	56.08	32.23
54.43	105.36	51.01	76.97	39.31	72.39	21.53	46.44	29.62	45.37	57.07	32.76
54.49	105.85	50.51	77.58	39.76	72.6	21.54	46.36	29.6	45.9	57.55	33.64
54.57	107.54	50.96	78.43	39.93	73.96	21.45	46.45	30.08	46.5	59.12	34.89
54.72	107.9	51.27	78.58	40.52	74.23	21.65	46.81	30.34	46.7	60.07	35.54
55.33	109.36	51.67	79.53	41.14	74.89	22.02	47.28	30.64	47.65	61.39	36.45
54.97	108.7	51.74	78.92	41.54	74.65	21.62	46.59	30.61	46.94	60.63	36.04
54.71	108.57	51.95	78.48	41.54	74.76	21.76	46.62	30.24	47.08	61.17	36.27
54.48	108.2	51.48	78.2	41.4	74.22	21.65	46.71	30.49	46.62	61.37	36.25
54.38	108.53	51.52	78.87	41.97	75.31	21.83	46.59	30.57	46.93	61.28	36.32
54.63	108.37	51.58	78.18	41.89	74.73	21.81	46.45	30.67	46.45	60.87	35.83
54.56	108.58	51.78	78.26	42.16	74.93	22.17	46.43	30.48	46.59	60.87	36.02
54.71	108.58	51.88	78.03	42.33	75.14	22.13	45.97	30.72	46.41	60.74	35.84
53.9	107.59	51.56	77.18	42.05	75.73	21.84	45.83	30.56	45.89	60.18	35.55
54.38	108.24	51.47	77.29	42.56	76.19	22.24	45.98	30.32	46.12	60.41	35.36
54.98	108.2	51.77	77.18	42.48	75.43	22.07	45.87	30.34	46.49	60.28	35.31
54.97	107.96	51.76	77.65	43.02	76.12	22.33	46.07	30.54	46.15	60.9	35.65
54.68	108.06	51.48	77.1	42.81	76.4	22.12	45.43	30.26	46.08	60.25	35.46
55.02	107.67	51.79	77.47	43.36	76.97	22.38	45.81	30.46	46.46	60.61	36.06
54.69	108.35	51.68	77.27	43.1	76.97	22.19	45.53	30.18	46.3	60.56	35.42
53.85	107.79	51.36	76.7	43.52	76.72	22.32	45.5	30.39	46.14	60.47	34.83
54.69	107.78	51.54	77.03	43.74	76.76	22.08	45.26	30.73	46.32	60.26	35.19
54.83	107.88	51.85	77.34	43.67	77.2	22.35	45.39	30.49	45.89	60.45	35.49
54.95	107.93	51.57	76.69	44.17	77.05	22.47	45.69	30.77	45.7	60.73	35
54.91	108.17	51.38	77.09	44.38	77.28	22.62	45.83	30.58	45.82	60.48	35.14
54.3	108.11	51.67	76.27	44.4	77.36	22.59	45.11	30.63	46.24	60.91	35.02
54.94	108.97	51.75	76.98	44.54	78.42	22.77	45.51	30.83	45.93	60.9	35.19
54.27	107.69	51.23	76.28	44.57	77.26	22.61	44.87	30.65	46.15	60.67	34.98
54.4	108.4	51.29	76.43	44.84	77.76	22.79	45.17	30.73	45.93	60.49	35.06
54.86	108.39	51.75	76.48	44.98	78.77	22.93	44.93	30.64	46.34	60.76	35.36
54.11	107.84	50.9	75.67	44.66	77.2	22.84	44.64	30.16	45.69	59.7	35.16
54.32	107.86	51.44	75.73	45.29	78.02	23.03	44.64	30.43	46.19	60.57	35.46
55	108.14	51.63	76.04	45.38	78.24	22.86	44.87	30.67	46.06	60.56	35.35
54.53	107.33	51.19	76.03	45.24	77.84	22.69	44.21	30.62	46.2	59.84	34.83
54.93	108.09	51.16	75.71	45.66	78.69	23.01	44.75	30.54	46.1	59.91	34.77
54.75	107.87	51.42	75.43	45.85	78.12	22.71	44.65	30.67	45.49	60.34	34.76
54.47	106.95	51.17	75.33	46.08	78.53	23.06	44.44	30.49	45.58	60.36	34.92
54.44	107.67	51.19	75.71	46.39	79.05	23.21	44.54	30.47	45.67	60.2	34.73
55.07	108.09	51.79	75.62	47.18	79.45	23.47	44.67	30.69	46.31	60.61	35.44
54.53	106.81	51.21	75.47	46.53	78.95	23.28	44.24	30.17	45.68	60.21	34.64
54.46	107.37	51.33	75.15	46.79	79.37	23.48	44.69	30.48	45.97	60.21	34.52
54.7	108.2	51.48	74.9	46.59	79.7	23.73	44.62	30.48	45.77	60.28	34.75
54.92	107.81	51.59	75.4	46.76	79.41	23.55	44.47	30.79	45.68	60.42	34.69
54.93	108.74	51.83	75.56	47.2	80.39	23.91	44.71	30.81	45.96	60.45	34.85
54.46	107.73	51.62	74.84	47.08	79.55	23.58	44.34	30.96	45.75	60.53	34.65
54.19	107.65	51.19	74.81	47.23	80.16	23.68	43.91	30.59	45.97	59.68	34.96
54.3	107.94	51.28	74.72	47.47	80.23	23.9	43.73	30.83	45.72	60.31	34.15
54.4	107.52	51.23	73.87	47.3	80.58	24.2	43.99	30.64	45.5	59.49	33.73
54.45	107.56	51.21	74.19	47.64	79.6	24.27	44.02	30.46	45.6	59.21	33.48
55.1	108.34	51.1	74.74	47.83	80.87	24.3	44.53	30.54	46.01	59.16	33.72
54.62	107.51	50.95	74.82	47.77	80.24	24.31	44.19	30.41	45.22	57.95	33.25
54.35	106.93	51.08	74.45	47.5	80.19	24.47	43.91	30.72	45.1	58.15	33.05
54.66	106.7	50.65	73.63	47.81	79.77	24.38	43.69	30.45	44.52	58.23	32.63
54.5	107.27	51.04	74.12	48.05	81.32	24.62	43.96	30.7	45.23	58.33	33.25
54.8	107.61	50.72	74.67	48.79	81.28	24.61	44.14	30.83	45.79	58.74	33.37
55.18	108.18	50.96	74.84	49.16	81.55	24.65	44.42	30.76	46.21	59.71	34.02
54.91	109.23	51.25	75.17	49.42	81.49	24.84	44.62	30.98	46.38	59.94	34.3
55.05	110.05	51.5	76.3	50.27	81.88	24.68	44.48	31.6	46.85	60.98	34.98
54.97	109.38	51.46	76.09	50.18	82.35	24.59	44.44	31.58	46.74	61.65	35.13
54.77	109.74	51.57	75.99	50.46	82.32	24.97	44.55	31.55	46.42	61.46	35.15
54.88	109	51.09	74.91	50.76	82.26	24.99	44.41	31.4	45.98	61.03	35.01
54.74	109.24	51.17	75.37	50.82	82.57	25.21	44.76	31.17	46.13	60.46	34.58
55.09	109	51.62	75.44	50.86	83.27	24.83	44.56	31.32	45.97	60.94	34.53
55.5	110.35	52.01	76.46	51.63	83.8	24.97	44.69	31.24	46.4	61.38	34.85
54.83	109.46	51.49	75.27	51.87	83.83	25.39	44.46	31.2	45.82	61.29	34.72
54.82	109.21	51.62	75.29	51.74	82.96	24.86	44.09	31.08	45.74	61.04	34.64
54.67	109.94	51.83	75.87	51.84	83.6	25.2	44.42	31.21	46.45	62.06	34.92
54.99	108.96	51.65	75.17	52.3	83.1	25.41	44.27	31.31	46.04	61.24	34.96
54.46	109.2	51.28	75.36	51.96	83.52	25.23	44.19	31.28	45.63	61.11	34.61
54.74	109.69	51.52	74.97	52.05	84.26	25.35	43.85	30.99	45.67	60.68	34.73
54.88	108.85	51.51	75.18	52.57	83.87	25.37	44.11	31.21	45.71	61.36	34.21
54.99	108.46	51.73	75.04	51.96	83.61	25.42	44.04	31.57	45.84	60.96	34.52
55.03	108.89	51.55	74.9	52.26	83.28	25.86	43.96	30.95	45.75	60.76	33.4
54.74	109.11	51.01	74.52	52.05	83.01	25.87	43.52	31.11	45.26	59.22	33.17
54.62	108.23	51.15	74.46	52.28	83.32	25.75	43.64	30.86	45.08	59.38	33.55
55.5	109.26	51.74	75.65	52.43	84.41	25.57	44.04	31.6	45.69	60.3	33.74
54.72	108.37	51.1	74.82	52.44	83.9	25.55	43.68	30.86	45.48	59.7	34.17
55.16	108.78	51.35	75.14	52.35	84.69	25.26	43.84	31.34	46.38	60.58	34.58
55.03	109.45	51.54	76	53.45	84.69	25.64	43.79	31.59	46.13	61.44	34.56
55	109.15	51.28	75.21	53.04	83.94	25.62	43.76	31.05	45.92	61.06	34.79
54.94	109.78	51.8	75.3	53.06	84.15	25.62	43.52	31.76	45.49	61.77	35
54.92	108.64	51.89	75.34	53.49	84.52	25.64	44.03	31.39	45.8	61.29	35.23
54.82	109.51	51.9	75.19	53.92	85.18	25.76	43.72	31.18	45.78	61.23	34.72
55.45	109.39	51.77	74.7	53.65	84.91	25.4	43.59	31.84	46.05	61.05	34.37
55.11	108.9	51.8	74.65	53.88	85.01	25.42	43.52	31.27	45.69	60.94	34.61
55.48	109.64	51.82	74.04	53.72	85.07	25.58	42.71	31.68	46.13	61.04	34.61
55.22	109.44	51.8	74.4	54.12	85.57	25.12	43.66	31.84	46.22	61.19	34.86
55.43	109.61	52.45	74.39	54.75	85.31	25.38	42.86	31.59	45.86	61.72	35.2
55.56	109.47	52.2	75.62	55.1	85.77	25.52	43.28	31.41	46.47	61.41	35.47
54.98	108.04	51.59	74.24	53.9	84.86	24.79	42.78	31.61	45.66	60.95	34.32
55.01	109.19	51.74	74.36	54.27	84.88	24.79	42.61	31.36	45.83	61.1	34.92
55.5	109.92	51.65	74.64	53.81	85.38	24.99	42.59	31.35	45.94	61.1	34.94
55.14	110.08	52.13	75.25	54.41	85.44	25.21	43.02	31.68	45.98	61.61	34.95
55.26	109.76	51.88	74.53	54.5	84.98	25.07	42.71	31.37	46.01	61.25	34.93
55.52	109.75	51.97	74.85	54.63	85.36	24.67	42.61	32.1	46.05	60.8	34.76
55.29	110.63	52.44	74.83	54.86	85.86	24.89	42	32.3	46.53	61.56	35.21
55.67	109.42	52.18	74.14	54.62	85.15	25.11	42.18	31.5	45.8	60.68	35
55.49	109.59	52.16	74.48	55	86.06	24.7	42.13	32.13	46.01	61.32	34.73
55.33	109.72	52.27	75.53	54.25	85.86	25.21	41.97	31.59	46.13	61.33	34.87
55.71	110.03	53.03	74.38	54.58	85.91	25.18	42.02	31.67	46.45	61.9	35.19
55.35	108.97	51.98	74.43	54	85.26	24.47	41.48	31.58	45.8	60.34	34.51
55.17	109.18	52.27	73.84	53.71	86.14	24.46	41.46	31.44	45.8	60.85	34.02
55.1	109.67	51.92	73.41	53.59	85.87	24.31	41.42	31.05	45.67	60.49	34.78
55.78	109.25	51.52	72.66	54.01	85.53	24.34	41.74	31.37	45.4	60.63	33.86
56.02	110.64	52.39	73.72	54.21	86.23	24.44	41.27	31.91	45.28	60.76	34.23
55.04	110.36	52.59	73.65	53.82	85.79	24.02	41.29	31.59	45.84	60.54	34.46
55.93	109.82	52.08	73.42	53.84	86.39	24.22	40.69	32.04	45.39	60.76	34.6
55.68	109.86	52.52	73.55	53.89	86.21	24.18	41.03	31.63	46.04	60.96	34.94
55.83	108.97	52.11	73.02	53.42	85.88	23.82	40.74	31.5	45.21	60.02	34.3
55.6	108	52.05	72.69	53.55	85.77	23.54	40.85	31.33	45.69	59.99	34.59
55.06	108.8	51.96	72.23	52.82	85.13	22.9	40.2	31.08	44.86	59.69	33.64
55.18	109.58	52.1	72.28	53.14	85.63	23.19	40.34	31.07	45.25	60.06	34.28
55.09	108.9	51.54	71.74	52.99	84.81	23.18	40.12	31.26	45.03	59.83	33.71
55.56	108.43	51.53	72.38	52.94	85.92	23.3	39.82	31.41	45.09	59.44	33.84
55.65	109.66	51.65	72.07	53.22	86.21	23.47	39.63	31.69	45.15	60.58	33.87
55.15	108.28	51.69	71.31	52.5	86.21	23.12	39.21	31.44	44.76	59.89	34.26
55.58	108.22	51.4	70.73	52.82	85.62	23.11	39.34	31.49	45.31	59.67	34.23
55.42	109.55	51	71.48	52.26	86.11	23.08	39.66	31.5	45.15	60.09	34.1
55.56	109.67	51.93	71.16	52.97	86.47	23.23	39.84	31.73	45.13	59.95	33.83
54.99	108.79	51.58	70.46	52.37	85.17	22.72	39.55	30.88	44.75	59.19	33.76
55.28	108.36	51.75	70.34	52.06	85.75	22.71	38.89	31.11	45.28	59.13	33.31
55.18	109.05	51.68	70.98	52.33	86.92	22.95	39.2	32.07	45.58	59.23	33.66
55.28	109.14	52.71	70.75	52.55	86.81	22.61	39.12	31.39	45.08	58.94	33.42
55.4	107.45	51.59	70.37	51.83	85.54	22.6	38.51	31.14	44.84	58.32	32.98
55.99	108.76	52.45	70.67	52.34	86.65	22.71	38.72	31.88	45.24	58.74	33.39
55.29	106.85	51.29	69.12	51.43	84.66	22.29	38.4	30.96	44.54	58.01	32.83
54.91	107.68	51.6	69.4	50.81	85.12	22.87	38.5	31.19	44.46	57.97	33.01
55.59	107.85	51.98	69.57	51.71	86.63	22.28	39	31.69	44.93	58.4	33.26
55.59	107.92	51.6	68.79	51.62	85.73	22.16	38.55	31.15	44.5	58.04	32.79
55.4	108.82	51.85	68.87	51.6	86.4	22.62	38.77	31.57	45.13	58.25	33.5
54.92	107.68	51.64	68.44	50.91	84.94	22.27	38.25	31.05	44.37	58.14	32.83
55.11	107.14	51.88	68.82	50.84	84.9	22.58	38.27	30.8	44.22	58.59	33.01
55.23	108.15	51.58	68.34	51.57	86.58	22.37	38.47	31.63	44.94	58.93	33.85
55.54	108.55	52.35	69.04	52.11	86.21	22.37	38.75	31.42	45.52	58.47	33.83
55.24	108.24	51.97	68.35	51.2	86.02	22.33	38.55	31.33	45.13	58.99	33.41
55.86	108.58	51.84	67.9	51.24	87.12	22.23	38.55	31.16	45.13	58.4	33.41
55.35	107.85	51.33	67.44	51.52	85.87	21.67	38.09	30.96	44.28	58.23	33.63
56.36	108.06	51.99	66.88	51.66	86.27	21.67	38.28	31.2	44.75	58.82	33.54
55.49	107.88	51.82	67.05	51.98	86.42	21.8	38.72	31.61	45.1	58.36	33.81
55.79	108.62	51.77	67.17	52.1	86.57	22.06	38.56	31.56	44.15	58.54	33.46
54.82	108.22	51.45	66.43	51.21	85.9	21.58	38.16	31.62	44.41	58.22	33.32
55.41	108.83	52.06	66.63	51.27	87.15	22.67	38.41	31.41	44.36	58.82	33.04
56.03	109.06	51.68	66.24	51.33	86.16	21.97	38.42	31.56	44.91	57.87	33.72
55.72	108.64	52.3	66.18	51.77	87.75	22.24	38.68	31.62	44.84	58.46	33.35
55.64	108.11	51.51	65.47	50.15	86.14	21.77	38	30.95	44.8	58.06	32.77
54.88	107.54	51.74	64.26	49.96	85.46	22.01	37.33	31.28	44.08	56.83	32.56
54.78	106.98	51.41	64.03	49.55	85.51	21.34	37.63	31.11	43.9	56.87	32.17
54.91	106.4	51.36	62.92	48.64	85.29	21.54	37.82	31.17	43.5	56.1	31.46
54.52	104.66	50.56	61.87	48.01	84.57	20.72	36.87	30.51	43.14	54.35	30.91
54.6	103.92	50.28	60.64	46.85	83.86	20.84	36.71	30.35	42.4	53.9	29.66
54.53	104.81	50.13	60.57	46.98	83.59	20.77	36.57	30.23	42.73	53.91	29.79
54.88	104.44	50.25	60.65	46.92	84.05	20.8	36.29	30.23	43.29	54.08	30.08
54.7	105.34	50.92	61.08	47.26	85.34	20.73	36.5	30.6	43.75	54.35	30.78
55.23	106.23	51.54	60.59	47.54	86.24	20.68	36.35	31.11	44.34	55.18	31.47
55.14	106.72	51.27	61.06	47.68	85.91	20.82	36.73	31.05	44.36	56.03	32.37
54.92	106.58	51.44	61.31	48.01	85.39	20.25	36.87	31.3	44.26	56.35	32.77
54.21	105.26	50.94	59.48	47.11	85.53	19.93	36.13	30.71	43.77	56.08	32.13
54.71	106.29	51.06	59.35	47.19	85.48	20.09	35.93	30.96	43.47	55.94	31.99
55.5	107.47	51.83	59.34	47.95	86.29	20.06	36.64	30.73	43.9	56.26	32.29
54.62	105.66	51.58	58.73	47.55	85.74	20.02	36.72	30.66	43.57	55.95	31.88
55.51	106.68	51.19	58.37	47.81	85.9	19.71	36.6	31.02	43.75	56.22	32.15
54.18	104.68	50.85	57.23	46.6	84.92	19.61	36.14	30.24	44.05	55.74	32.05
54.45	104.71	51.28	56.39	45.84	85.26	19.34	35.06	30.27	43.34	55.61	31.69
54.49	105.37	51.78	56.39	46.57	85.73	19.27	35.87	30.62	43.3	55.16	31.94
54.45	105.42	51.26	55.76	46.16	84.83	19.23	35.39	30.45	42.91	54.72	31.35
53.91	102.6	50.55	55.43	45.39	85.03	19.49	35.31	30.37	42.96	54.71	31.03
53.86	104.6	50.83	54.48	44.79	84.75	18.92	35.11	30.5	43.05	54.3	30.31
54.76	103.78	51.26	54.26	45.57	85.44	19.1	35.24	30.62	43.56	54.33	30.69
53.38	102.49	50.82	52.83	44.33	84.98	18.6	34.44	30.03	42.58	54.35	30.44
54.72	103.49	51.13	52.84	44.09	84.83	18.75	34.59	30.36	42.9	54.32	30.38
53.25	102.2	50.32	52.14	44.34	84.13	18.64	34.45	30.23	42.62	53.72	30.28
54.48	103.07	51.04	52.47	44.54	85.12	18.6	34.87	30.61	42.93	53.33	30.22
54.68	102.31	50.4	51.52	44.01	84.31	18.4	34.58	30.25	42.75	53.78	29.81
54.54	102.56	50.85	51.3	43.81	85.28	18.87	35.11	30.02	42.16	54.17	30.32
54.81	102.66	51.31	51.2	44.34	85.27	18.46	34.79	30.6	42.68	54.3	29.94
54.2	101.84	51.17	50.53	43.51	84.14	18.17	34.28	30.22	42.98	53.41	29.39
54.66	102.55	51.21	50.46	43.47	85.52	18.25	34.91	30.44	43.09	53.99	29.51
54.14	100.93	50.91	49.47	42.99	84	17.72	34.22	29.89	41.72	52.95	28.91
54.62	102.21	50.64	49.01	42.39	84.26	18.09	33.99	30.04	41.75	53.08	29.57
54.12	100.45	50.25	47.84	42.76	84.15	17.86	33.87	29.54	41.78	52.1	28.93
53.99	100.63	50.24	47.4	41.64	83.93	17.3	33.54	28.99	41.64	51.62	28.23
53.82	99.73	49.54	47.45	41.67	83.3	17.83	32.96	28.97	41.86	51.57	28.72
54.17	100.05	50.05	47.19	41.53	83.18	17.45	33.9	29.95	41.65	52.01	28.88
54.44	100.5	50.37	47.25	41.77	83.41	17.52	33.66	29.68	41.65	52.38	28.88
53.34	100.63	50.37	46.94	41.34	83.6	17.66	33.31	29.83	42.02	52.05	29.44
53.5	100.82	50.71	46.85	41.51	84.4	17.96	33.83	29.88	42.32	52.54	29.45
53.49	99.79	50.31	46.56	41.6	83.87	17.76	33.93	29.97	42.48	52.19	29.21
54.27	101.22	50.49	46.19	42.25	84.91	17.95	33.92	29.35	42.41	52.81	29.27
53.88	101.48	49.97	45.77	42.66	83.96	17.98	34.17	30.07	42.56	53.2	29.61
52.99	100.58	49.92	45.68	41.61	83.7	17.82	33.68	29.6	41.47	53.07	28.37
53.29	100.83	49.85	46.07	42.03	83.26	18.28	34.08	29.55	42.15	52.98	28.64
53.02	99.74	50.61	45.7	41.69	83.56	18.34	34.08	29.67	41.76	53.17	28.96
54.15	100.32	50.55	45.43	41.46	83.61	17.61	33.84	29.55	42.04	52.59	28.55
53.63	100.06	49.85	44.6	41.84	84.53	17.88	34.61	29.97	41.8	53.24	28.39
53.07	100.49	50.56	44.8	41.95	84.29	18.3	35.19	29.35	41.85	53.02	28.92
53.31	99.71	49.64	44.85	41.62	84.15	17.66	34.55	29.49	41.11	52.63	28.5
53.07	99.2	49.77	44.51	41.98	83.02	18.08	34.76	29.91	41.99	52.18	27.71
53.39	99.96	49.86	44.62	41.61	83.79	17.81	34.6	29.67	41.31	52.86	28.56
53.07	99.67	51.07	44.15	41.92	83.78	18.21	35.03	29.44	41.49	52.87	28.59
53.44	99.21	50.35	43.95	41.56	83.61	17.52	34.72	29.38	41.27	52.99	28.36
53.04	99.55	50.49	43.98	41.82	84.15	18.13	35.27	29.44	41.23	53.03	28.64
53.23	99.7	50.1	44.47	41.76	83.54	18.59	35.61	29.29	41.73	52.99	28.73
53.49	99.92	50.22	44.7	41.94	84.55	18.02	35.41	29.6	41.77	53	28.26
52.95	99.28	50.22	44.13	42.04	83.99	18.53	35.45	29.9	41.77	53.35	28.81
53.41	100.65	50.13	44.52	42.07	84.6	18.66	35.63	30.09	41.59	53	28.67
52.65	100.03	50.94	43.87	41.88	83.66	18.7	35.5	29.77	42.32	53.65	28.5
53.66	99.66	50.43	43.8	41.87	84.34	18.31	36.03	30.17	41.86	52.93	28.56
54.2	99.75	49.97	43.7	42.38	83.68	19.31	35.83	29.74	41.73	53.12	27.96
53.7	100.15	50.17	43.89	41.95	84.02	19.01	36.01	30.06	41.39	53.05	27.84
53.55	99.78	50.59	43.79	42.2	84.13	18.26	36.07	29.79	41.84	52.91	28.3
53.13	99.21	49.73	43.81	41.72	82.5	18.24	35.98	29.9	41.93	52.72	27.52
53.38	98.8	50.18	43.29	41.4	82.88	18.58	35.77	29.63	41.68	52.35	27.53
52.86	98.51	49.48	42.7	41.13	82.96	18.2	35.33	28.9	40.7	51.4	27.21
52.97	98.87	49.5	42.84	41.12	81.72	18.63	35.45	30.05	41.28	51.42	27.27
53.02	98.19	49.68	42.69	40.92	82.9	19.05	35.56	29.52	40.86	51.59	26.75
53.37	99.25	49.44	43.19	40.69	82.83	18.61	35.25	29.7	40.88	51.58	27.47
53.48	101.2	49.86	43.85	42.09	83.9	19.01	35.72	29.54	41.42	52.52	27.98
53.91	101.16	50.47	44.67	42.28	85.07	18.91	36.55	30.14	42.13	53.89	28.78
53.86	101.54	49.75	45.6	43.33	85.48	19.63	36.99	30.38	43.01	54.5	29.73
54.11	103.39	49.88	45.85	44.7	86.26	19.73	37.85	30.99	43.07	55.74	30.45
54.1	102.54	50.3	46.28	45.11	85.61	20.38	38.23	30.38	42.76	55.9	30.11
53.83	103.19	50.14	46.49	45	84.98	20.15	38.24	30.46	42.77	55.77	30.05
53.71	103.32	49.71	46.74	45.64	85.29	20.02	38.66	30.5	42.78	55.95	30.08
53.27	103.13	49.85	47.52	45.62	85.7	20.64	39.31	30.85	42.58	57.4	30.46
54.24	104.48	50.29	47.99	46.85	86.83	21.19	40.23	30.77	42.98	58.28	31.14
