"Agrimonia_eupatoria_G__P_1"	"Agrimonia_eupatoria_G__P_2"	"Trifolium_repens_G__P_1"	"Trifolium_repens_G__P_2"	"Trifolium_repens_G__P_3"	"Trifolium_pratense_G__P_1"	"Trifolium_pratense_G__P_2"	"Trifolium_pratense_G__P_3"
56.69	50.22	97	28.56	77.78	71.82	75.81	47.95
61.78	49.78	95.08	29.53	73.79	71.19	75.54	54.02
57.49	51.79	97.2	31.71	77.6	66.67	73.3	49.31
60.92	47.74	94.24	29.22	72.6	72.29	76.84	48.72
56.05	51.45	90.33	31.62	74.44	69.83	73.3	49.75
59.31	47.48	96.27	28.02	75.65	69.87	75.54	47.43
60.32	49.34	96.28	28.97	73.81	69.6	75.75	48.61
60.3	50.48	93.54	29.85	76.5	73.65	76.05	50.02
57.12	51.3	96.26	32.06	76.51	68.11	76.24	49.29
55.37	50.94	92.88	31.54	72.67	64.88	77.26	46.73
60.21	52.47	96.36	35.3	76.87	74.75	77.4	52.51
60.8	48.92	94.78	31.16	79	71.8	74.65	50.53
61.38	50.03	95.16	32.72	73.46	71.24	69.26	52.54
58.85	50.73	94.26	31.44	77.05	73.66	75.65	52.81
60.7	50.54	93.34	32.16	78.02	73.12	77.27	50.41
57.9	54.21	93.28	33.02	79.34	76	75.02	52.13
58.45	49.44	93.53	33.11	73.25	70.15	73.73	46.48
57.01	45.39	88.68	29.42	76.27	69.82	70.42	45.36
54.48	47.5	92.54	32.36	75.55	72.4	72.97	49.21
58.87	52.19	95.65	30.58	77.57	71.37	74.77	48.15
60.24	45.93	96.19	27.16	74.64	70.26	77.48	51.99
60.96	46.14	94.99	33.57	78.75	72.37	73.03	51.11
56.98	50.06	94.8	27.59	73.99	70.22	73.79	48.18
59.56	48.03	94.78	30.68	75.77	70.95	75.63	50.85
57.45	51.63	92.26	26.01	76.26	73.6	74.26	49.91
60.67	53.13	96.93	26.09	73.02	70.24	72.37	49.77
54.17	46.9	88.35	27.59	71.15	65.86	71.85	47.02
58.4	48.88	94.19	32.26	78.92	70.56	73.31	51.39
59.49	49.67	97.66	33.22	75.94	71.67	77.8	51.8
61.44	46.74	97.12	32.8	76.86	71.51	74.92	47.39
57.96	49.88	92.72	32.13	73.37	71.28	73.6	54.02
61.08	51.37	94.87	32.11	74.72	73.53	76.1	50.26
57.18	46.88	92.87	30.05	75.36	69.95	73.45	47.26
59.46	50.77	100.31	32.83	76.36	74.72	76.16	51.23
56.06	49.21	89.11	29.83	74.52	71.66	75.33	51.11
61.7	54.04	97.91	32.05	77.02	73.65	75.46	48.75
59.88	48.59	99.09	36.44	77.75	72.12	79.86	54.69
60.76	45.48	92.99	33.79	73.14	68.67	72.76	50.04
57.5	48.81	86.46	29.78	69.19	71.73	72.88	49.78
56.99	46.85	96.46	32.75	76.34	69.41	74.58	51.55
56.59	47.34	95.7	28.92	75.79	72.18	78.07	48.97
57.74	48.11	88.79	30.42	72.85	71.82	73.46	46.01
56.01	46.77	98.4	29.97	80.03	68.98	75.7	49.81
57.82	42.27	89.07	24.58	72.74	63.06	71.49	46.76
58.54	51.74	94.54	32.18	77.93	71.87	75.73	53.16
55.96	49.45	95.6	34.5	80.72	71.89	74.2	52.23
57.05	48.17	92.77	31.81	73.31	68.65	72.24	48.05
54.86	47.04	91.56	26.97	71.96	67.72	70.98	49.47
54.43	49.39	96.83	29.81	74.21	73.38	75.62	50.3
54.85	44.35	90.79	24.47	72.46	69.84	71.69	47.39
57.25	43.48	92.7	23.63	67.54	67.33	72.58	46.69
56.51	42.57	95.92	32.63	75.84	73.01	77.45	51.33
58.44	48.56	88.16	32.14	74.27	70.59	72.27	52.06
54.98	44.33	89.67	29.44	74.85	69.26	70.64	48.6
58.58	45.05	90.62	26.92	73.1	70.39	74.76	53.08
56.74	51.24	93.42	31.99	76.87	72.33	79.26	49.21
64.15	52.16	97.25	32.3	78.02	74.1	78.29	50.68
58.15	50.23	87.34	29.44	73.1	70.02	69.61	52.07
59.86	53.64	90.59	29.77	74.82	70.06	73.43	51.02
61.44	48.9	92.26	32.22	74.79	72.37	75.35	50.25
63.79	51.55	89.97	32.96	74.42	73.09	76.29	55.23
58.33	45.07	87.78	28.16	75.83	72.04	72.15	49.38
58.19	51.51	92.79	30.41	75.04	72.98	74.94	50.33
57.88	49.24	90.87	29.01	73.49	70.53	70.99	54.28
58.25	51.67	89.93	29.66	73.73	70.18	73.81	48.04
58.03	43.99	86.56	29.72	69.76	64.88	68.93	46.8
61.09	55.77	94.39	33.91	80.92	68.4	77.67	52.04
55.24	44.38	83.39	31.38	69.03	69.34	67.79	46.23
55.89	45.57	87.48	26.97	73.5	69.35	72.17	45.87
57.63	50.06	94.13	31.45	78.15	73.72	82.64	53.59
52.33	46.42	94.49	30.76	74.67	68.48	75.78	48.77
58.98	44.05	92.03	29.32	75.11	70.63	75.09	51.6
53.06	44.31	87.1	28.07	73	69.21	71.93	46.05
53.72	47.07	91.82	25.79	72.68	67.93	73.37	44.66
50.29	45.57	84.9	31.52	66.89	65.73	67.99	43.4
61.07	50.38	100.37	36.52	82.63	80.57	76.51	53.7
60.48	48.67	94.4	31.13	75.89	71.26	78.39	56.8
54.6	51.27	86.85	30.87	72.69	68.89	74.61	50.48
51.93	43.55	84.88	28.68	67.68	65.81	69.24	44.2
54.46	44.21	85.68	26.3	70.7	70.1	68.17	45.36
55.77	44.2	89.26	29.89	69.98	71.79	70.96	47.24
58.48	45.92	91.65	30.44	67.91	67.3	71.35	48.93
61.37	55.22	94.29	31.21	77.66	72.26	72.93	49.9
56.7	46.11	91.52	28.9	76.1	69.6	75.11	46.51
56.58	49.02	88.96	23.08	72.49	67.74	74.85	51.13
57.87	46.74	96.73	30.75	74.58	73.17	76.92	51.97
63.15	50.35	100.02	35.97	75.92	77.7	84.16	51.85
58.53	43.07	91.59	27.26	71.23	70.78	73.01	41.89
57.22	47.45	90.2	24.87	70.97	71.32	72.98	48.88
57.54	44.04	89.23	28.21	77.3	72.1	74.74	49.87
57.73	51	92.25	33.64	77.96	66.33	77.27	52.55
59.75	50.34	90.52	33.25	73.99	70.65	76.9	49.27
55.49	48.2	93.66	36.64	72.34	74.56	76.44	48.82
55.89	46.24	85.91	25.89	73.63	71.65	70.68	49.47
55.93	49.29	95.21	29.62	76.63	68.84	75.91	52.28
60.97	49.67	93.62	30.29	73.84	69.89	74.06	45.79
56.71	46.64	94.53	31.55	78.96	67.12	72.19	50.26
52.66	43.65	89.14	27.28	69.02	68.3	70.81	51.91
54.59	46.05	85.98	28.3	72.07	67.67	76.08	46.71
54.41	45.49	88.83	26.87	67.67	65.78	65.3	48.49
56.99	52.32	92.8	30.83	76.02	77.89	78.16	52.69
52.03	47.14	79.88	28.38	67.83	70.35	65.85	42.05
52.63	41.92	84.45	24.66	65.94	64.97	67.01	40.24
58.5	51.75	88.43	30.95	73.25	75.62	71.53	41.78
57.37	46.63	93.89	30.04	75.35	70	72.19	50.32
53.06	45.55	88.58	25.92	74.37	66.19	66.34	47.45
55.63	45.08	92.2	27.76	75.22	64.3	72.33	52.31
58.44	43.59	94.23	31.19	71.28	74.93	73.68	48.81
53.3	47.28	95.09	24.31	73.46	71.42	70.69	49.7
52.29	46.12	88.57	31.86	74.9	70.31	73.33	47.99
55.54	48.66	90.57	33.45	69.02	71.12	68.77	48.85
57.41	43.01	85	30.26	62.75	65.11	67.51	43.83
59.44	49.33	91.46	29.52	70.23	70.32	75.89	53.09
58.84	45.81	92.43	31.22	66.94	73.48	76.73	50.07
55.6	42.29	91.31	26.1	71.96	72.43	73.18	55.15
60.54	53.36	88	30.14	72.13	78.98	71.55	48.27
50.93	48.56	80.74	29.27	70	69.77	70.26	53.19
54.56	44.57	85.06	28.15	73.84	70.25	68.83	43.49
49.09	45.48	83.61	23.54	67.22	63.2	71.59	45.31
55.37	35.37	79.8	29.21	66.79	71.31	70.8	48.07
57.16	42.26	89.66	27.51	70.25	63.69	72.84	45.25
53.71	45.08	97.25	28.5	76.58	69.2	73.53	48.48
53.53	44.73	85.98	33.52	73.09	69.01	66.06	45.93
65.43	45.47	98.73	29.92	69.64	71.16	77.5	43.53
50.57	47.38	90.58	28.53	72.71	73.33	70.78	51.41
57.5	43.44	88.52	32.32	74.89	73.72	73.93	51.12
60.8	42.78	96.41	25.85	74.97	72.94	74.74	54.54
55.42	45.48	93.59	26.38	74.01	71.84	75.65	51.33
57.53	52.37	101.61	28.44	78.36	73.34	70.06	49.43
55.25	50.18	99.57	31.29	70.98	71.96	78.93	46.51
57.49	46.65	85.76	30.2	65.24	71.75	68.98	49.41
56.21	50.45	94.54	30.05	73.76	76.31	72.57	53.91
56.47	48.85	93.06	33.22	75.34	72.12	77.31	55.58
55.31	48.13	92.64	30.47	74.04	70.49	75.1	47.2
57.17	50.77	98.98	32.46	75.12	73.92	77.88	51.23
59.26	50	94.64	29.51	74.99	73.92	77.03	51.34
58.86	49.19	95.05	29.24	76.21	71.39	73.18	51.99
60.59	51.79	94.46	31.48	74.64	73.8	75.88	54.85
62.77	52.19	101.52	32.43	80	76.71	79.11	55.82
62.86	52.7	103.75	32.96	80.87	75.58	78.36	54.48
62.98	53.79	104.76	33.45	82.08	76.64	80.39	56.01
64.3	54.3	105.38	34.38	82.43	78.38	82.99	56.85
63.88	55.06	105.44	33.42	81.91	78.94	82.31	56.76
64.32	53.85	106.83	34.83	84.46	79.96	80.46	55.8
66	55.02	106.81	34.64	84.1	78.78	82.21	57.18
67.45	55.05	107.22	35.62	84.53	79.21	83.42	56.14
67.89	55.78	107.86	36	84.5	80.16	82.25	54.73
68.2	52.95	109.91	34.51	83.37	81.15	83.1	54.17
69.07	53.87	106.82	35	86.92	81.19	83.22	54.96
67.58	52.4	107.02	37.19	84.27	77.09	82.46	55.24
71.35	53.36	108.85	36.28	86.47	81.93	83.78	54.67
66.07	54.05	108.37	32.63	83.22	77.75	82.24	52.74
67.97	53.84	108.28	35.84	83.11	82.69	81.99	53.64
65.37	51.77	102.5	34.82	80.94	77.75	80.9	54.92
61.88	54.46	103.76	34.23	80.17	78.25	82.86	52.99
62.28	50.55	101.77	32.22	78.86	77.06	77.51	51.14
63.86	50.76	101.32	34.28	82.03	77.76	82.05	51.43
62.04	53.72	103	33.03	79.06	77.6	82.69	51.32
65.13	53.88	102.05	34.24	80.55	78.47	82.25	57
64.45	54.36	104.36	33.93	81.96	78.53	81.76	53.03
67.2	52.91	100.87	31.96	80.26	75.7	81.29	52.31
63.7	56.13	100.72	35.39	81.54	77.22	83.61	50.81
65.56	52.17	106.01	31.27	82.54	73.88	78.77	50.69
63.82	53.34	102.71	35.46	86.51	76.21	84.1	53.13
63.7	50.77	101.38	35.26	81.9	76.5	79.76	46.86
64.17	53.18	103.74	36.18	83.6	80.29	78.75	52.71
64.44	51.63	106.72	32.13	83.19	79.46	83.75	51.35
61.52	48.9	99.93	35.34	78.63	77.55	76.42	49.52
56.63	43.11	100.99	30.07	81.1	74.9	77.37	50.21
60.67	44.04	108.96	29.86	80.87	73.69	77.6	44.64
64.64	47.31	96.95	32.76	83.21	73.99	76.2	47.11
68.97	47.07	100.89	33.97	77.92	82.69	78.1	51.59
57.04	41.82	86	24.03	76.54	73.52	68.99	50.64
54.2	47.77	90.43	25.64	71.63	69.54	72.19	51.2
54.72	44.64	89.48	27.35	68.65	75.73	68.55	47.71
59.49	49.14	95.08	31.25	75.97	69	73.66	49.92
57.89	50.82	88.86	30.6	73.05	73.33	75.1	54.71
64.16	50.36	95.12	30.91	76.7	74	75.85	56.53
57.21	49.39	95.07	30.49	75.33	69.16	75.32	53.29
58.15	54.33	96.34	30.28	79.48	75.25	77.33	56.23
59.54	52.37	98.89	33.27	76.94	76.1	75.84	55.08
61.22	54.34	97.65	33.22	74.92	73.23	78.48	53.39
59.78	52.78	101.74	32.67	77.65	80.04	78.55	56.01
60.91	52.58	99.75	33.52	80.95	76.08	77.36	53.93
63.71	48.59	105.59	33.52	78.87	79.79	79.07	49.7
66.26	53.3	104.67	33.54	82.43	79.84	85.57	55.89
62.51	49.15	104.11	34.74	82.51	74.05	77.39	55.51
68.97	53.2	103.88	36.81	79.36	80.52	84.48	53.56
60.39	49.81	102	31.47	77.16	77.17	79.99	48.29
55.5	49.21	95.36	31.67	80.25	75.37	81.66	48.67
66.05	53.23	96.1	35.99	81.94	80.74	82.37	51.72
63.88	47.31	100.17	40.22	78.18	82.04	75.68	52.1
61.24	48.4	103.74	37.15	71.99	78.11	79.78	44.88
47.42	43.45	97.5	29.64	79.49	72.17	82.95	49.37
58.92	51.98	99.56	34.41	74.65	76.6	68.35	47.12
58.14	48.01	88.8	32.55	79.63	70.28	75.27	52.18
62.09	56.07	89.79	38.32	77.67	79.02	72.69	63.34
64.67	53.95	95.73	34.15	77.51	78.35	72.6	45.26
54.35	41.17	90.42	17.95	68.13	67.31	75.46	48.86
53.48	45.69	93.76	26.65	81.95	65.2	74.92	48.01
56	48.34	88	29.41	77.2	77.72	70.89	48.16
54.37	49.92	97.92	31.98	71.98	75.03	69.89	44.5
52.72	46.28	86.78	27.56	73.49	72.44	64.61	43.09
64.11	45.15	98.46	29.29	81.18	75.09	70.28	51.02
51.69	42.2	92.96	29.89	73.11	75.13	75.86	53.38
64.4	48.28	97.52	44.68	79.51	74.22	78.96	53.58
57.75	42.39	90.2	28.79	76.95	62.47	65.1	54.52
46.15	34.4	98.07	25.35	71.17	68.56	64.91	43.43
65.83	51.25	91.86	31.6	78.76	70.72	72.47	43.45
61.28	50.7	93.1	31.5	80.18	79.62	74.47	45.59
65.39	37.89	95.69	29.09	82.03	77.3	86.81	49.79
53.44	52.69	102.51	45.37	76.95	77.53	83.98	58.25
57.43	41.4	94.66	30.45	83.68	68.21	69.65	40.8
49.6	39.11	88.41	29.24	74.8	70.93	69.01	46.35
53	45.67	85.06	43.91	72.41	60.85	64.11	47.32
49.51	49.23	80.98	12.43	92.21	66.16	65.25	39.9
66.63	56.92	88.69	38.46	89.24	75	82.7	56.21
46.52	38.13	84.69	24.65	81.18	72.02	81.22	51.82
52.74	40.08	73.39	31.71	82.05	66.78	68.22	44.07
68.17	54.05	84.37	32.3	73.62	66.2	71.8	47.41
69.42	38.19	89.59	30.47	88.04	70.69	76.69	33.46
47.15	36.65	68.51	18.98	80.12	72.92	60.39	48.42
59.71	43.84	87.76	21.35	64.73	67.57	64.06	47.96
45.14	49.4	67.77	25.13	68.01	72.43	83.31	40.58
56.5	52.88	92.07	27.74	71.72	62.91	68.4	47.92
48.11	32.99	73.44	21.43	79.99	64.5	78.16	41.01
51.34	50.14	82.57	21.55	59.91	46.73	58.79	37.67
65.16	45.08	83.46	30.72	76.14	68.1	72.54	44.87
52.98	43.29	93.69	17.25	89.87	77.51	78.91	51.03
55.27	26.9	82.98	27.52	82.28	52.08	58.35	37.6
40.86	40.72	63.59	29.76	83.29	59.71	62.56	44.86
38.22	34.27	78.13	36.59	55.47	86.66	71.1	29.45
51.2	33.27	79.75	34.48	54.31	78.89	58.73	23.44
43.69	42.38	76.8	28.65	60.27	50.35	82.07	54.18
65.59	43.53	69.09	26.65	75.37	57.57	77.69	36.57
50.08	42.43	79.61	26.6	50.89	63.65	62.13	33.99
38.72	47.14	83.01	24.84	57.87	62.57	57.02	37.77
56.21	41.91	76.3	32.18	69.07	68.56	65.73	50.77
37.58	27.12	75.37	32.42	59.15	58.51	62.07	51.69
64.29	52.95	91.4	26.93	78.87	73.67	54.93	60.66
36.97	37.49	72.45	32.7	65.35	56.85	53.69	27.25
28.81	37.85	90.22	22.22	65.04	62.71	59.41	41.58
49.18	42.8	80.98	23.82	62.95	62.83	67.6	46.66
52.25	36.18	78.76	35.28	70.38	62.58	56.18	47.26
57.98	33.63	93.42	26.63	71.6	75.6	69.44	47.74
31.86	55.69	80.21	54.19	61.49	65.95	74.16	44.93
48.66	35.08	66.9	20.69	63.61	61.23	56.83	40.57
45.86	39.92	65.25	32.79	63.08	63.99	64.57	38.91
53.93	36.43	90.27	47.35	81.95	60.43	76.3	56.69
47.2	49.79	90.97	15.52	72.45	78.42	88.68	52.81
38.03	25.07	95.29	14.57	68.57	74.28	66.92	21.61
53.99	48.76	86.88	32.97	69.02	52.41	59.04	51.9
41.59	25.53	79.49	26.78	64.69	74.88	70.71	50.41
50.11	41.23	78.42	52.11	92.75	73.06	86.96	48.48
42.86	34.98	76.58	45.17	67.03	64.21	73.84	32
59.17	50.48	60.82	41.7	65.82	73.37	75.86	46.02
51.34	38.14	72.23	44.64	50.37	66.98	62.74	46.65
36.13	47.13	97.24	32.51	64.95	59.45	76.76	50.63
55.28	49.32	67.37	35.8	75.01	67.67	52.29	47.18
37.12	33.81	50.9	23.9	72.39	63.12	61.81	58.16
53.22	34.76	105.05	31.18	83.22	73.57	81.32	24.27
55.9	44.54	79.25	28.11	63.05	75.62	34	17.76
44.28	48.76	104.6	22.35	66.64	67.05	64.87	40.85
53.01	30.58	75.82	18.44	71.98	67.02	73.65	34.87
37.01	22.05	77.88	23.32	68.5	70.81	60.67	35.07
34	24.1	65.14	19.37	42.96	41.27	36.31	31.92
31.66	25.77	55.99	7.03	49.27	45.23	53.93	52.48
67.07	40.12	82.43	25.62	80.56	77.42	83.24	59.69
55.45	35.42	85.22	30.15	54.82	79.32	73.94	62.27
27.11	15.01	53.53	10.39	52.79	43.62	36.88	21.08
59.66	37.96	98.33	10.06	65.56	79.05	63.54	33.62
41.01	21.24	67.25	21.86	60.83	76.12	49.43	19.57
40.39	36.18	60.73	23.18	56	64.6	58.83	42.97
62.54	46.83	83.63	26.94	58.17	39.91	48.88	44.05
54.83	48.9	110.12	45.95	90.75	65.48	57.48	52.74
36.06	30.75	68.35	26.64	57.96	83.84	56.38	33.51
34.39	31.17	83.79	37.98	67.18	55.72	72.03	54.89
56.83	29.18	68.7	36.02	56.37	42.97	63.87	39.82
41.92	52.06	69.07	23.46	69.81	57.36	69.59	52.72
47.17	37.22	74.78	12.81	75.99	68.21	76.81	35.9
37.35	29.58	89.73	14.85	70.75	77.14	80.18	38.25
45.47	34.16	60.56	43.71	70.76	64.04	64.77	51.02
41.64	4.87	59.87	9.06	68.03	24.47	54.46	23.2
38.36	46.25	97.15	22.67	40.75	78.9	76.51	28.9
27.52	18.2	61.05	16.79	47.09	57.45	60.88	32.84
28.94	2.81	56	30.21	60.63	49.5	55.44	26.45
61.23	51.28	74.97	51.66	87.54	88.38	64.48	42.41
26.85	37.11	86.76	18.38	68.58	65.91	63.25	31.85
47.94	39.76	89.48	39.43	75.37	71.03	80.88	41.3
53.54	38.36	84.39	25.22	69.06	61.95	44.72	39.2
65.09	40.47	70.34	13.79	74.81	62.81	64.31	54.92
65.01	29.22	64.21	20.73	54.68	68.4	56	40.64
44.67	22.13	59.93	34.46	56.41	65.2	46.66	39.88
13.07	24.91	58.51	2.35	52.24	65.92	47.22	37.42
52.85	26.78	85.29	32.83	85.37	87.74	73.13	35.17
43.51	26.58	57.39	29.15	56.7	64.94	68.16	23.07
75.6	33	75.33	42.18	73.35	57.67	80.23	51.23
50.05	47.01	84.09	32.8	63.05	74.8	70.54	55.24
43.74	35.32	50.97	9.94	67.76	63.53	45.82	26.8
41.68	18.25	69.42	5.8	66.31	76.32	59.6	12.77
48.61	37.48	94.96	43.55	66.04	57.74	78.76	51.08
31.24	20.83	65.74	32.21	43.27	48.27	57.34	33.65
11.13	26.93	50.85	22.44	51.43	59.88	38.93	34.84
37.28	4.88	77.85	6.28	47.5	47.21	61.43	24.73
25.69	26.3	54.6	14.06	55.37	50.31	51.02	49.19
38.62	25.6	55.55	17.15	67.85	52.88	48.54	27.48
61.88	20.76	62.26	17.68	65.72	57.38	23.44	38.45
55.23	63.41	89.41	39.93	67.17	66.07	62.86	52.06
61.66	34.38	78.32	21.96	85.62	84.65	64.9	67.75
69.49	44.51	67.85	34.67	69.26	67.04	41.79	50.71
36.83	-0.95	57.69	14.05	43.84	33.54	31.85	16.4
34.74	50.38	96.49	25.76	65.95	71.03	49.29	15.89
42.37	14.79	82.52	34.27	47.6	66.57	60.1	52.52
63.01	34.94	82.19	6.48	69.02	118.47	102.9	51.22
41.54	35.32	90.26	39.26	81.68	57.52	50.22	38.09
58.93	36.77	44.46	-13.32	48.09	39.62	54.02	21.76
42.4	12.85	60.69	25.7	51	67.8	69.13	34.33
54.77	43.02	72.58	19.65	65.3	43.73	84.07	51.32
63.06	62.17	123.91	41.35	117.01	75.06	104.69	69.95
47.81	29.81	90.62	29.96	73.81	62.64	92.66	48.92
56.23	31.7	93.3	-9.73	55.31	78.7	71.69	51.49
44.99	19.64	87.17	1.47	69.14	96.6	60.58	49.62
54.23	17.83	76.94	15.88	54.36	55.03	60.69	50.6
44.44	17.82	79.74	39.44	108.72	74.37	54.03	18.43
46.85	26.51	65.95	14.45	49.56	50.66	66.84	33.5
48.34	29.29	67.17	20.65	73.01	74	73.46	44.59
53.23	16.02	93.16	20.84	77.66	66.94	72.67	34.55
54.47	48.65	72.16	18.9	81.74	42.36	91.07	56.55
36.49	32.85	54.05	25.7	62.19	53.69	52.95	24
36.49	32.85	54.05	25.7	62.19	53.69	52.95	24
36.49	32.85	54.05	25.7	62.19	53.69	52.95	24
